Run	Year	LandUnit	pBb	pC	pE	pMe	pPe	pPg	pS	pUnk	Bb	C	E	Me	Pe	Pg	S	Unk
1	160	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	160	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	160	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	160	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	165	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	165	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	165	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	165	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	165	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	165	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	170	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	170	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	170	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	170	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	170	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	170	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	175	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	175	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	175	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	175	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	175	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	175	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	180	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	180	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	180	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	180	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	180	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	180	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	185	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	185	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	185	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	185	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	185	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	185	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	190	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	190	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	190	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	190	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	190	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	190	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	195	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	195	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	195	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	195	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	195	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	195	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	200	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	200	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	200	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	200	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	200	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	200	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	205	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	205	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	205	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	205	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	205	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	205	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	210	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	210	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	210	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	210	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	210	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	210	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	215	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	215	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	215	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	215	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	215	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	215	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	220	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	220	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	220	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	220	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	220	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	220	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	225	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	225	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	225	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	225	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	225	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	225	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	230	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	230	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	230	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	230	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	230	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	230	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	235	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	235	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	235	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	235	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	235	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	235	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	240	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	240	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	240	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	240	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	240	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	240	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	245	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	245	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	245	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	245	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	245	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	245	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	250	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	250	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	250	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	250	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	250	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	250	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	255	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	255	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	255	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	255	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	255	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	255	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	260	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	260	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	260	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	260	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	260	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	260	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	265	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	265	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	265	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	265	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	265	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	265	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	270	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	270	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	270	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	270	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	270	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	270	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	275	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	275	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	275	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	275	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	275	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	275	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	280	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	280	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	280	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	280	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	280	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	280	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	285	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	285	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	285	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	285	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	285	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	285	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	290	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	290	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	290	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	290	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	290	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	290	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
1	295	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60.750000	0
1	295	3	0.061188	0	0.737871	0.018103	0.016293	0.133478	0.033068	0	126.750000	0	1528.500000	37.500000	33.750000	276.500000	68.500000	0
1	295	4	0.196942	0.000952	0.565837	0.013677	0.018334	0.151480	0.052777	0	8891.500000	43.000000	25546.250000	617.500000	827.750000	6839.000000	2382.750000	0
1	295	5	0.421393	0.000082	0.233363	0.000033	0.076149	0.212104	0.056876	0	96027.000000	18.750000	53178.750000	7.500000	17352.750000	48334.250000	12961.000000	0
1	295	6	0.325489	0	0.227163	0	0.084964	0.303337	0.059047	0	36031.750000	0	25147.000000	0	9405.500000	33579.500000	6536.500000	0
1	295	7	0.259643	0	0.310136	0	0.044721	0.310784	0.074715	0	1203.250000	0	1437.250000	0	207.250000	1440.250000	346.250000	0
