Run	Year	StartEcoRegion	TargetSize	FinalSize
1	265	2	86.500000	0
1	270	1	95.000000	0
1	270	2	76.500000	0
1	275	1	53.750000	0
1	275	2	50.750000	0
1	275	1	62.250000	0
1	275	1	57.000000	0
1	275	1	93.500000	0
1	275	2	82.750000	0
1	280	2	74.250000	0
1	280	2	88.750000	0
1	280	2	87.000000	0
1	280	2	84.750000	0
1	280	2	59.750000	0
1	285	1	71.750000	0
1	285	2	63.750000	0
1	285	1	80.250000	0
1	285	2	61.500000	0
1	285	1	65.250000	0
1	290	1	68.750000	0
1	290	2	91.500000	0
1	290	1	58.000000	0
1	290	2	94.750000	0
1	290	1	87.250000	0
1	290	1	96.500000	0
1	290	1	55.000000	0
1	290	2	96.250000	0
1	290	2	69.000000	0
1	290	2	81.500000	0
1	290	2	88.750000	0
1	290	2	64.250000	0
1	290	2	99.250000	0
1	290	1	80.000000	0
1	290	1	58.750000	0
1	290	1	67.000000	0
1	295	1	82.000000	0
1	295	1	75.500000	0
1	295	1	92.750000	0
1	295	2	61.250000	0
1	295	2	72.250000	0
1	295	2	75.250000	0
1	295	2	68.000000	0
1	295	1	93.500000	0
