Run	Year	MgmtZoneId	MgmtZone	CategoryId	Category	Vol	Area
1	125	7	7	0	lTotal	0	0
1	125	1	1	1	lAvailable	0	0
1	125	5	5	1	lAvailable	0	0
1	125	7	7	1	lAvailable	0	0
1	125	1	1	2	lMHA	0	0
1	125	5	5	2	lMHA	0	0
1	125	7	7	2	lMHA	0	0
1	125	1	1	3	lProtected	0	0
1	125	5	5	3	lProtected	0	0
1	125	7	7	3	lProtected	0	0
1	125	1	1	4	lDist	0	0
1	125	5	5	4	lDist	0	0
1	125	7	7	4	lDist	0	0
1	125	1	1	5	lAdjGreenup	0	0
1	125	5	5	5	lAdjGreenup	0	0
1	125	7	7	5	lAdjGreenup	0	0
1	125	1	1	6	lACReserve	0	0
1	125	5	5	6	lACReserve	0	0
1	125	7	7	6	lACReserve	0	0
1	125	1	1	7	lMosaicReserve	0	0
1	125	5	5	7	lMosaicReserve	0	0
1	125	7	7	7	lMosaicReserve	0	0
1	125	1	1	8	lStripCutReserve	0	0
1	125	5	5	8	lStripCutReserve	0	0
1	125	7	7	8	lStripCutReserve	0	0
1	130	1	1	0	lTotal	0	0
1	130	5	5	0	lTotal	0	0
1	130	7	7	0	lTotal	0	0
1	130	1	1	1	lAvailable	0	0
1	130	5	5	1	lAvailable	0	0
1	130	7	7	1	lAvailable	0	0
1	130	1	1	2	lMHA	0	0
1	130	5	5	2	lMHA	0	0
1	130	7	7	2	lMHA	0	0
1	130	1	1	3	lProtected	0	0
1	130	5	5	3	lProtected	0	0
1	130	7	7	3	lProtected	0	0
1	130	1	1	4	lDist	0	0
1	130	5	5	4	lDist	0	0
1	130	7	7	4	lDist	0	0
1	130	1	1	5	lAdjGreenup	0	0
1	130	5	5	5	lAdjGreenup	0	0
1	130	7	7	5	lAdjGreenup	0	0
1	130	1	1	6	lACReserve	0	0
1	130	5	5	6	lACReserve	0	0
1	130	7	7	6	lACReserve	0	0
1	130	1	1	7	lMosaicReserve	0	0
1	130	5	5	7	lMosaicReserve	0	0
1	130	7	7	7	lMosaicReserve	0	0
1	130	1	1	8	lStripCutReserve	0	0
1	130	5	5	8	lStripCutReserve	0	0
1	130	7	7	8	lStripCutReserve	0	0
1	135	1	1	0	lTotal	0	0
1	135	5	5	0	lTotal	0	0
1	135	7	7	0	lTotal	0	0
1	135	1	1	1	lAvailable	0	0
1	135	5	5	1	lAvailable	0	0
1	135	7	7	1	lAvailable	0	0
1	135	1	1	2	lMHA	0	0
1	135	5	5	2	lMHA	0	0
1	135	7	7	2	lMHA	0	0
1	135	1	1	3	lProtected	0	0
1	135	5	5	3	lProtected	0	0
1	135	7	7	3	lProtected	0	0
1	135	1	1	4	lDist	0	0
1	135	5	5	4	lDist	0	0
1	135	7	7	4	lDist	0	0
1	135	1	1	5	lAdjGreenup	0	0
1	135	5	5	5	lAdjGreenup	0	0
1	135	7	7	5	lAdjGreenup	0	0
1	135	1	1	6	lACReserve	0	0
1	135	5	5	6	lACReserve	0	0
1	135	7	7	6	lACReserve	0	0
1	135	1	1	7	lMosaicReserve	0	0
1	135	5	5	7	lMosaicReserve	0	0
1	135	7	7	7	lMosaicReserve	0	0
1	135	1	1	8	lStripCutReserve	0	0
1	135	5	5	8	lStripCutReserve	0	0
1	135	7	7	8	lStripCutReserve	0	0
1	140	1	1	0	lTotal	0	0
1	140	5	5	0	lTotal	0	0
1	140	7	7	0	lTotal	0	0
1	140	1	1	1	lAvailable	0	0
1	140	5	5	1	lAvailable	0	0
1	140	7	7	1	lAvailable	0	0
1	140	1	1	2	lMHA	0	0
1	140	5	5	2	lMHA	0	0
1	140	7	7	2	lMHA	0	0
1	140	1	1	3	lProtected	0	0
1	140	5	5	3	lProtected	0	0
1	140	7	7	3	lProtected	0	0
1	140	1	1	4	lDist	0	0
1	140	5	5	4	lDist	0	0
1	140	7	7	4	lDist	0	0
1	140	1	1	5	lAdjGreenup	0	0
1	140	5	5	5	lAdjGreenup	0	0
1	140	7	7	5	lAdjGreenup	0	0
1	140	1	1	6	lACReserve	0	0
1	140	5	5	6	lACReserve	0	0
1	140	7	7	6	lACReserve	0	0
1	140	1	1	7	lMosaicReserve	0	0
1	140	5	5	7	lMosaicReserve	0	0
1	140	7	7	7	lMosaicReserve	0	0
1	140	1	1	8	lStripCutReserve	0	0
1	140	5	5	8	lStripCutReserve	0	0
1	140	7	7	8	lStripCutReserve	0	0
1	145	1	1	0	lTotal	0	0
1	145	5	5	0	lTotal	0	0
1	145	7	7	0	lTotal	0	0
1	145	1	1	1	lAvailable	0	0
1	145	5	5	1	lAvailable	0	0
1	145	7	7	1	lAvailable	0	0
1	145	1	1	2	lMHA	0	0
1	145	5	5	2	lMHA	0	0
1	145	7	7	2	lMHA	0	0
1	145	1	1	3	lProtected	0	0
1	145	5	5	3	lProtected	0	0
1	145	7	7	3	lProtected	0	0
1	145	1	1	4	lDist	0	0
1	145	5	5	4	lDist	0	0
1	145	7	7	4	lDist	0	0
1	145	1	1	5	lAdjGreenup	0	0
1	145	5	5	5	lAdjGreenup	0	0
1	145	7	7	5	lAdjGreenup	0	0
1	145	1	1	6	lACReserve	0	0
1	145	5	5	6	lACReserve	0	0
1	145	7	7	6	lACReserve	0	0
1	145	1	1	7	lMosaicReserve	0	0
1	145	5	5	7	lMosaicReserve	0	0
1	145	7	7	7	lMosaicReserve	0	0
1	145	1	1	8	lStripCutReserve	0	0
1	145	5	5	8	lStripCutReserve	0	0
1	145	7	7	8	lStripCutReserve	0	0
1	150	1	1	0	lTotal	0	0
1	150	5	5	0	lTotal	0	0
1	150	7	7	0	lTotal	0	0
1	150	1	1	1	lAvailable	0	0
1	150	5	5	1	lAvailable	0	0
1	150	7	7	1	lAvailable	0	0
1	150	1	1	2	lMHA	0	0
1	150	5	5	2	lMHA	0	0
1	150	7	7	2	lMHA	0	0
1	150	1	1	3	lProtected	0	0
1	150	5	5	3	lProtected	0	0
1	150	7	7	3	lProtected	0	0
1	150	1	1	4	lDist	0	0
1	150	5	5	4	lDist	0	0
1	150	7	7	4	lDist	0	0
1	150	1	1	5	lAdjGreenup	0	0
1	150	5	5	5	lAdjGreenup	0	0
1	150	7	7	5	lAdjGreenup	0	0
1	150	1	1	6	lACReserve	0	0
1	150	5	5	6	lACReserve	0	0
1	150	7	7	6	lACReserve	0	0
1	150	1	1	7	lMosaicReserve	0	0
1	150	5	5	7	lMosaicReserve	0	0
1	150	7	7	7	lMosaicReserve	0	0
1	150	1	1	8	lStripCutReserve	0	0
1	150	5	5	8	lStripCutReserve	0	0
1	150	7	7	8	lStripCutReserve	0	0
1	155	1	1	0	lTotal	0	0
1	155	5	5	0	lTotal	0	0
1	155	7	7	0	lTotal	0	0
1	155	1	1	1	lAvailable	0	0
1	155	5	5	1	lAvailable	0	0
1	155	7	7	1	lAvailable	0	0
1	155	1	1	2	lMHA	0	0
1	155	5	5	2	lMHA	0	0
1	155	7	7	2	lMHA	0	0
1	155	1	1	3	lProtected	0	0
1	155	5	5	3	lProtected	0	0
1	155	7	7	3	lProtected	0	0
1	155	1	1	4	lDist	0	0
1	155	5	5	4	lDist	0	0
1	155	7	7	4	lDist	0	0
1	155	1	1	5	lAdjGreenup	0	0
1	155	5	5	5	lAdjGreenup	0	0
1	155	7	7	5	lAdjGreenup	0	0
1	155	1	1	6	lACReserve	0	0
1	155	5	5	6	lACReserve	0	0
1	155	7	7	6	lACReserve	0	0
1	155	1	1	7	lMosaicReserve	0	0
1	155	5	5	7	lMosaicReserve	0	0
1	155	7	7	7	lMosaicReserve	0	0
1	155	1	1	8	lStripCutReserve	0	0
1	155	5	5	8	lStripCutReserve	0	0
1	155	7	7	8	lStripCutReserve	0	0
1	160	1	1	0	lTotal	0	0
1	160	5	5	0	lTotal	0	0
1	160	7	7	0	lTotal	0	0
1	160	1	1	1	lAvailable	0	0
1	160	5	5	1	lAvailable	0	0
1	160	7	7	1	lAvailable	0	0
1	160	1	1	2	lMHA	0	0
1	160	5	5	2	lMHA	0	0
1	160	7	7	2	lMHA	0	0
1	160	1	1	3	lProtected	0	0
1	160	5	5	3	lProtected	0	0
1	160	7	7	3	lProtected	0	0
1	160	1	1	4	lDist	0	0
1	160	5	5	4	lDist	0	0
1	160	7	7	4	lDist	0	0
1	160	1	1	5	lAdjGreenup	0	0
1	160	5	5	5	lAdjGreenup	0	0
1	160	7	7	5	lAdjGreenup	0	0
1	160	1	1	6	lACReserve	0	0
1	160	5	5	6	lACReserve	0	0
1	160	7	7	6	lACReserve	0	0
1	160	1	1	7	lMosaicReserve	0	0
1	160	5	5	7	lMosaicReserve	0	0
1	160	7	7	7	lMosaicReserve	0	0
1	160	1	1	8	lStripCutReserve	0	0
1	160	5	5	8	lStripCutReserve	0	0
1	160	7	7	8	lStripCutReserve	0	0
1	165	1	1	0	lTotal	0	0
1	165	5	5	0	lTotal	0	0
1	165	7	7	0	lTotal	0	0
1	165	1	1	1	lAvailable	0	0
1	165	5	5	1	lAvailable	0	0
1	165	7	7	1	lAvailable	0	0
1	165	1	1	2	lMHA	0	0
1	165	5	5	2	lMHA	0	0
1	165	7	7	2	lMHA	0	0
1	165	1	1	3	lProtected	0	0
1	165	5	5	3	lProtected	0	0
1	165	7	7	3	lProtected	0	0
1	165	1	1	4	lDist	0	0
1	165	5	5	4	lDist	0	0
1	165	7	7	4	lDist	0	0
1	165	1	1	5	lAdjGreenup	0	0
1	165	5	5	5	lAdjGreenup	0	0
1	165	7	7	5	lAdjGreenup	0	0
1	165	1	1	6	lACReserve	0	0
1	165	5	5	6	lACReserve	0	0
1	165	7	7	6	lACReserve	0	0
1	165	1	1	7	lMosaicReserve	0	0
1	165	5	5	7	lMosaicReserve	0	0
1	165	7	7	7	lMosaicReserve	0	0
1	165	1	1	8	lStripCutReserve	0	0
1	165	5	5	8	lStripCutReserve	0	0
1	165	7	7	8	lStripCutReserve	0	0
1	170	1	1	0	lTotal	0	0
1	170	5	5	0	lTotal	0	0
1	170	7	7	0	lTotal	0	0
1	170	1	1	1	lAvailable	0	0
1	170	5	5	1	lAvailable	0	0
1	170	7	7	1	lAvailable	0	0
1	170	1	1	2	lMHA	0	0
1	170	5	5	2	lMHA	0	0
1	170	7	7	2	lMHA	0	0
1	170	1	1	3	lProtected	0	0
1	170	5	5	3	lProtected	0	0
1	170	7	7	3	lProtected	0	0
1	170	1	1	4	lDist	0	0
1	170	5	5	4	lDist	0	0
1	170	7	7	4	lDist	0	0
1	170	1	1	5	lAdjGreenup	0	0
1	170	5	5	5	lAdjGreenup	0	0
1	170	7	7	5	lAdjGreenup	0	0
1	170	1	1	6	lACReserve	0	0
1	170	5	5	6	lACReserve	0	0
1	170	7	7	6	lACReserve	0	0
1	170	1	1	7	lMosaicReserve	0	0
1	170	5	5	7	lMosaicReserve	0	0
1	170	7	7	7	lMosaicReserve	0	0
1	170	1	1	8	lStripCutReserve	0	0
1	170	5	5	8	lStripCutReserve	0	0
1	170	7	7	8	lStripCutReserve	0	0
1	175	1	1	0	lTotal	0	0
1	175	5	5	0	lTotal	0	0
1	175	7	7	0	lTotal	0	0
1	175	1	1	1	lAvailable	0	0
1	175	5	5	1	lAvailable	0	0
1	175	7	7	1	lAvailable	0	0
1	175	1	1	2	lMHA	0	0
1	175	5	5	2	lMHA	0	0
1	175	7	7	2	lMHA	0	0
1	175	1	1	3	lProtected	0	0
1	175	5	5	3	lProtected	0	0
1	175	7	7	3	lProtected	0	0
1	175	1	1	4	lDist	0	0
1	175	5	5	4	lDist	0	0
1	175	7	7	4	lDist	0	0
1	175	1	1	5	lAdjGreenup	0	0
1	175	5	5	5	lAdjGreenup	0	0
1	175	7	7	5	lAdjGreenup	0	0
1	175	1	1	6	lACReserve	0	0
1	175	5	5	6	lACReserve	0	0
1	175	7	7	6	lACReserve	0	0
1	175	1	1	7	lMosaicReserve	0	0
1	175	5	5	7	lMosaicReserve	0	0
1	175	7	7	7	lMosaicReserve	0	0
1	175	1	1	8	lStripCutReserve	0	0
1	175	5	5	8	lStripCutReserve	0	0
1	175	7	7	8	lStripCutReserve	0	0
1	180	1	1	0	lTotal	0	0
1	180	5	5	0	lTotal	0	0
1	180	7	7	0	lTotal	0	0
1	180	1	1	1	lAvailable	0	0
1	180	5	5	1	lAvailable	0	0
1	180	7	7	1	lAvailable	0	0
1	180	1	1	2	lMHA	0	0
1	180	5	5	2	lMHA	0	0
1	180	7	7	2	lMHA	0	0
1	180	1	1	3	lProtected	0	0
1	180	5	5	3	lProtected	0	0
1	180	7	7	3	lProtected	0	0
1	180	1	1	4	lDist	0	0
1	180	5	5	4	lDist	0	0
1	180	7	7	4	lDist	0	0
1	180	1	1	5	lAdjGreenup	0	0
1	180	5	5	5	lAdjGreenup	0	0
1	180	7	7	5	lAdjGreenup	0	0
1	180	1	1	6	lACReserve	0	0
1	180	5	5	6	lACReserve	0	0
1	180	7	7	6	lACReserve	0	0
1	180	1	1	7	lMosaicReserve	0	0
1	180	5	5	7	lMosaicReserve	0	0
1	180	7	7	7	lMosaicReserve	0	0
1	180	1	1	8	lStripCutReserve	0	0
1	180	5	5	8	lStripCutReserve	0	0
1	180	7	7	8	lStripCutReserve	0	0
