Run	Year	StartEcoRegion	TargetSize	FinalSize
1	155	1	86.500000	0
1	155	1	52.000000	0
1	155	1	56.500000	0
1	155	2	83.500000	0
1	155	1	64.750000	0
1	155	2	84.500000	0
1	155	2	58.000000	0
1	155	2	98.250000	0
1	155	1	58.250000	0
1	155	1	58.250000	0
1	160	1	60.000000	0
1	165	1	93.750000	0
1	165	2	64.500000	0
1	165	1	89.000000	0
1	165	2	92.750000	0
1	165	1	54.000000	0
1	165	1	54.000000	0
1	170	1	85.750000	0
1	170	2	64.500000	0
1	170	2	84.500000	0
1	175	1	90.500000	0
1	175	1	95.250000	0
1	175	1	84.500000	0
1	175	2	73.500000	0
1	175	2	73.500000	0
1	175	1	65.500000	0
1	175	2	52.500000	0
1	175	1	67.750000	0
1	175	1	52.250000	0
1	175	2	55.000000	0
1	175	2	88.750000	0
1	180	1	86.000000	0
1	185	1	82.000000	0
1	185	2	84.000000	0
1	195	1	70.000000	0
1	200	2	54.000000	0
1	205	1	73.000000	0
1	205	1	67.000000	0
1	205	1	53.750000	0
1	205	2	69.750000	0
1	205	1	85.000000	0
1	205	2	60.250000	0
1	205	2	69.000000	0
1	205	2	98.250000	0
1	205	2	58.000000	0
1	205	2	64.750000	0
1	205	2	55.000000	0
1	205	2	56.250000	0
1	205	1	87.750000	0
1	210	1	86.250000	0
1	210	1	65.000000	0
1	210	1	84.250000	0
1	215	2	58.500000	0
1	220	1	99.500000	0
1	230	1	61.000000	0
1	230	2	85.500000	0
1	230	1	72.000000	0
1	230	1	71.250000	0
1	230	2	93.250000	0
1	230	2	96.750000	0
1	230	2	62.750000	0
1	230	1	74.750000	0
1	235	2	77.500000	0
1	235	1	96.000000	0
1	235	2	66.500000	0
1	235	2	84.750000	0
1	235	2	77.250000	0
1	235	2	69.000000	0
1	235	1	60.250000	0
1	235	1	86.250000	0
1	235	1	67.250000	0
1	235	2	71.000000	0
1	235	2	50.750000	0
1	235	2	100.000000	0
1	235	2	87.500000	0
1	235	2	70.000000	0
1	235	1	84.000000	0
1	235	2	88.250000	0
1	235	2	85.500000	0
1	235	2	52.500000	0
1	235	1	76.250000	0
1	235	2	97.500000	0
1	235	1	76.000000	0
1	235	2	82.750000	0
1	235	2	69.250000	0
1	235	1	84.750000	0
1	235	1	54.000000	0
1	235	1	73.500000	0
1	235	1	68.000000	0
1	240	2	69.000000	0
1	245	1	88.750000	0
1	250	2	98.750000	0
1	250	2	72.500000	0
1	250	1	84.000000	0
1	250	2	99.750000	0
1	250	2	57.250000	0
1	250	2	66.250000	0
1	250	2	84.750000	0
1	255	1	60.000000	0
1	255	1	97.500000	0
1	255	1	51.000000	0
1	255	2	92.000000	0
1	255	2	91.000000	0
1	255	2	54.750000	0
1	255	1	54.500000	0
1	255	2	55.500000	0
1	255	2	93.250000	0
1	260	2	65.250000	0
1	260	2	99.250000	0
1	260	2	85.250000	0
1	260	1	67.500000	0
1	260	1	74.250000	0
1	260	1	98.250000	0
1	260	2	90.250000	0
1	260	2	74.000000	0
1	260	2	54.000000	0
1	260	1	78.250000	0
1	260	2	84.750000	0
1	260	2	51.250000	0
1	260	2	54.750000	0
1	260	2	87.000000	0
1	260	2	52.500000	0
1	260	2	51.750000	0
1	260	2	94.500000	0
1	260	1	52.000000	0
1	260	2	73.000000	0
1	260	1	88.500000	0
1	260	1	66.750000	0
1	265	1	69.500000	0
1	265	1	78.750000	0
1	265	1	84.000000	0
1	265	2	89.750000	0
1	265	2	83.250000	0
1	265	1	90.000000	0
1	275	1	63.750000	0
1	275	1	93.000000	0
1	275	1	85.750000	0
1	280	2	97.750000	0
1	295	1	70.000000	0
