Run	Year	StartEcoRegion	TargetSize	FinalSize
1	90	1	55.250000	0
1	90	1	62.750000	0
1	90	2	81.000000	0
1	90	1	72.250000	0
1	95	2	97.750000	0
1	95	2	72.000000	0
1	95	1	58.750000	0
1	95	1	55.750000	0
1	95	1	71.250000	0
1	95	2	79.500000	0
1	95	2	78.750000	0
1	100	2	88.000000	0
1	100	2	63.000000	0
1	110	2	93.500000	0
1	110	2	72.750000	0
1	110	1	96.000000	0
1	110	1	62.750000	0
1	110	1	72.750000	0
1	115	2	93.250000	0
1	115	1	85.750000	0
1	115	1	59.750000	0
1	115	1	64.000000	0
1	115	2	51.250000	0
1	115	2	84.500000	0
1	115	2	59.500000	0
1	115	1	54.500000	0
1	115	2	78.250000	0
1	115	1	94.750000	0
1	115	2	93.500000	0
1	115	2	66.750000	0
1	120	1	85.250000	0
1	125	2	94.500000	0
1	125	1	68.500000	0
1	125	1	84.250000	0
1	130	1	53.500000	0
1	130	1	77.750000	0
1	130	1	89.750000	0
1	135	1	66.750000	0
1	135	1	51.500000	0
1	135	2	65.000000	0
1	135	1	75.250000	0
1	135	1	62.250000	0
1	135	2	51.750000	0
1	135	2	71.500000	0
1	135	1	60.000000	0
1	135	2	90.250000	0
1	140	2	82.750000	0
1	140	1	60.000000	0
1	140	2	56.000000	0
1	140	1	56.250000	0
1	140	2	56.750000	0
1	140	2	88.250000	0
1	140	1	79.500000	0
1	140	1	55.250000	0
1	145	1	82.750000	0
1	145	2	80.500000	0
1	145	1	52.000000	0
1	145	2	96.250000	0
1	145	2	59.750000	0
1	145	2	54.500000	0
1	145	1	68.500000	0
1	145	2	88.500000	0
1	145	2	61.250000	0
1	145	2	82.750000	0
1	145	1	94.750000	0
1	145	2	50.750000	0
1	145	2	88.250000	0
1	145	2	82.750000	0
1	145	1	51.500000	0
1	150	1	62.500000	0
1	150	1	87.750000	0
1	150	1	77.750000	0
1	150	1	88.000000	0
1	150	1	72.250000	0
1	165	2	58.750000	0
1	170	2	70.000000	0
1	170	1	86.250000	0
1	170	1	68.500000	0
1	170	2	71.750000	0
1	170	1	91.250000	0
1	170	1	68.500000	0
1	170	2	86.000000	0
1	170	2	62.000000	0
1	170	1	56.250000	0
1	170	2	67.500000	0
1	170	2	55.000000	0
1	175	2	84.250000	0
1	175	1	97.750000	0
1	175	1	76.750000	0
1	180	2	67.500000	0
1	185	1	82.000000	0
1	185	1	93.500000	0
1	185	2	83.500000	0
1	185	1	55.000000	0
1	185	1	94.500000	0
1	185	1	67.500000	0
1	185	2	57.250000	0
1	185	2	72.250000	0
1	185	1	69.250000	0
1	185	1	69.500000	0
1	185	1	55.500000	0
1	185	1	77.250000	0
1	185	2	64.250000	0
1	185	2	76.500000	0
1	185	1	64.750000	0
1	185	1	88.000000	0
1	185	2	55.750000	0
1	185	1	99.750000	0
1	185	2	78.750000	0
1	185	2	63.250000	0
1	185	1	90.500000	0
1	185	2	82.500000	0
1	185	2	97.250000	0
1	185	1	79.250000	0
1	185	1	58.750000	0
1	185	2	89.750000	0
1	185	1	97.750000	0
1	185	1	98.750000	0
1	185	1	77.750000	0
1	185	2	85.250000	0
1	185	1	61.250000	0
1	185	2	64.750000	0
1	190	2	88.750000	0
1	190	1	54.750000	0
1	190	1	94.500000	0
1	190	1	87.250000	0
1	190	1	89.000000	0
1	190	2	69.500000	0
1	195	1	71.750000	0
1	200	1	52.000000	0
1	200	1	93.000000	0
1	200	1	53.750000	0
1	200	1	68.250000	0
1	200	1	80.750000	0
1	200	1	50.750000	0
1	200	1	61.250000	0
1	200	1	91.000000	0
1	200	1	58.000000	0
1	200	2	57.750000	0
1	200	1	60.000000	0
1	205	1	56.250000	0
1	205	1	55.750000	0
1	205	1	81.750000	0
1	205	2	82.250000	0
1	205	1	83.000000	0
1	205	2	70.000000	0
1	205	1	94.250000	0
1	205	1	77.500000	0
1	205	1	99.500000	0
1	205	1	52.000000	0
1	210	1	80.750000	0
1	210	1	53.000000	0
1	210	1	75.250000	0
1	210	1	84.750000	0
1	210	2	63.000000	0
1	210	1	57.500000	0
1	210	2	75.250000	0
1	210	2	51.500000	0
1	210	1	68.500000	0
1	215	1	59.750000	0
1	220	1	63.250000	0
1	225	1	62.000000	0
1	225	1	83.250000	0
1	225	1	51.500000	0
1	225	2	85.500000	0
1	225	1	87.000000	0
1	225	2	77.250000	0
1	225	2	59.000000	0
1	225	2	89.500000	0
1	225	2	85.000000	0
1	225	2	73.000000	0
1	225	2	54.500000	0
1	225	1	63.500000	0
1	225	2	85.500000	0
1	225	1	80.500000	0
1	225	1	52.500000	0
1	225	2	62.000000	0
1	225	1	65.500000	0
1	225	1	57.000000	0
1	225	2	77.500000	0
1	225	2	57.000000	0
1	225	2	97.750000	0
1	225	1	71.500000	0
1	230	1	64.000000	0
1	230	1	77.750000	0
1	230	2	96.750000	0
1	230	2	96.750000	0
1	230	2	66.750000	0
1	230	2	65.500000	0
1	230	1	52.750000	0
1	230	2	93.250000	0
1	230	2	74.000000	0
1	230	2	51.000000	0
1	230	1	57.000000	0
1	235	1	57.000000	0
1	235	2	57.750000	0
1	240	2	87.750000	0
1	240	1	79.000000	0
1	240	1	61.500000	0
1	240	1	92.250000	0
1	240	1	80.000000	0
1	240	1	92.250000	0
1	240	2	70.000000	0
1	240	1	82.250000	0
1	240	2	72.250000	0
1	240	1	81.750000	0
1	240	1	94.500000	0
1	240	1	50.500000	0
1	240	1	99.250000	0
1	240	2	64.250000	0
1	240	2	53.000000	0
1	240	2	66.500000	0
1	240	1	64.000000	0
1	240	2	82.250000	0
1	245	1	78.750000	0
1	245	1	90.000000	0
1	245	2	86.250000	0
1	245	1	77.000000	0
1	245	1	70.250000	0
1	245	1	66.000000	0
1	245	1	98.250000	0
1	245	1	81.000000	0
1	245	2	56.750000	0
1	245	1	61.500000	0
1	245	2	87.250000	0
1	245	2	61.750000	0
1	245	1	98.750000	0
1	250	1	73.500000	0
1	255	1	55.500000	0
1	255	1	90.000000	0
1	255	1	88.750000	0
1	255	2	51.750000	0
1	255	2	59.250000	0
1	255	2	56.000000	0
1	255	1	63.000000	0
1	255	2	53.500000	0
1	255	2	73.500000	0
1	255	2	95.750000	0
1	255	1	53.750000	0
1	255	2	81.500000	0
1	255	1	94.750000	0
1	255	1	68.500000	0
1	255	2	70.250000	0
1	260	1	86.000000	0
1	260	2	81.000000	0
1	260	2	50.250000	0
1	260	2	99.250000	0
1	260	1	64.000000	0
1	260	2	59.500000	0
1	265	1	59.250000	0
1	265	1	50.750000	0
1	265	1	83.000000	0
1	265	1	95.250000	0
1	265	2	75.750000	0
1	265	2	91.500000	0
1	265	2	97.750000	0
1	265	1	85.000000	0
1	265	2	90.750000	0
1	270	2	81.250000	0
1	275	1	95.750000	0
1	275	2	90.000000	0
1	280	2	62.750000	0
1	285	1	84.500000	0
1	285	1	61.000000	0
1	285	2	96.500000	0
1	290	1	100.000000	0
1	290	1	64.500000	0
1	290	1	98.750000	0
1	290	2	81.000000	0
1	290	1	65.750000	0
1	290	2	61.500000	0
1	295	1	50.250000	0
