Run	Year	Zone	class1	class2	class3	class4	class5	class6	class7	class8	class9	class10	class11	class12	class13	class14	class15	class16	VolHarvested	AreaHarvested	AreaAccessed	MeanVolPerHa	PercentOfTarget	MeanHarvestAge	KmPerM3Hauled	areaBurned
1	110	rSQ	0	0.500000	746.500000	16271.750000	31967.750000	53216.500000	58767.500000	58241.250000	48223.250000	22551.000000	5606.250000	2132.000000	0	0	0	0	0	0	0	0	0	0	0	0
1	110	rIM	0	0	0	18.000000	1048.250000	7941.250000	8504.750000	10929.000000	12614.000000	4158.500000	360.250000	522.500000	0	0	0	0	0	0	0	0	0	0	0	0
1	110	rPA	0	1.500000	353.500000	2369.500000	3384.250000	4364.000000	7191.750000	11980.500000	10534.500000	4321.750000	1412.000000	760.500000	0	0	0	0	0	0	0	0	0	0	0	0
1	115	rSQ	0	0	450.000000	13312.750000	30882.250000	48713.250000	58598.000000	58220.500000	49667.750000	28115.500000	6957.750000	2806.500000	0	0	0	0	0	0	0	0	0	0	0	138126.750000
1	115	rIM	0	0	0	13.500000	821.500000	6550.500000	8741.250000	9558.750000	13548.500000	5751.750000	551.750000	559.000000	0	0	0	0	0	0	0	0	0	0	0	17519.750000
1	115	rPA	0	1.000000	246.250000	2105.750000	3294.750000	4097.250000	6565.250000	11100.750000	10972.500000	5644.500000	1599.000000	1046.750000	0	0	0	0	0	0	0	0	0	0	0	19193.000000
1	120	rSQ	0	0	301.750000	10848.500000	29828.250000	44329.750000	58994.750000	57849.500000	51187.250000	32596.250000	8431.000000	2981.000000	376.250000	0	0	0	0	0	0	0	0	0	0	151681.750000
1	120	rIM	0	0	0	9.500000	637.750000	5773.750000	8839.000000	9144.750000	13695.500000	6666.500000	737.000000	330.750000	262.000000	0	0	0	0	0	0	0	0	0	0	26148.250000
1	120	rPA	0	0.500000	174.250000	1888.500000	3257.500000	3938.750000	5893.250000	9958.750000	11729.750000	6860.000000	1771.250000	1041.250000	160.000000	0	0	0	0	0	0	0	0	0	0	21501.500000
1	125	rSQ	0	0	98.750000	6840.250000	27344.500000	39178.750000	57403.750000	58079.750000	55404.000000	38349.250000	10810.250000	3294.500000	920.500000	0	0	0	0	0	0	0	0	0	0	29818.000000
1	125	rIM	0	0	0	1.750000	315.250000	3806.000000	9293.250000	8630.500000	13000.250000	9173.500000	1222.250000	342.250000	311.500000	0	0	0	0	0	0	0	0	0	0	162.250000
1	125	rPA	0	0.250000	58.000000	1320.000000	3136.500000	3642.000000	5270.250000	8963.750000	12367.500000	8286.750000	2153.500000	1115.250000	360.000000	0	0	0	0	0	0	0	0	0	0	1146.500000
1	130	rSQ	0	0	56.500000	4976.750000	24885.000000	36707.000000	53711.000000	57663.250000	57251.500000	39685.750000	16658.500000	4773.500000	1355.500000	0	0	0	0	0	0	0	0	0	0	106658.250000
1	130	rIM	0	0	0	1.500000	194.250000	2982.000000	8487.500000	8555.750000	12292.250000	9819.750000	2944.500000	459.250000	359.750000	0	0	0	0	0	0	0	0	0	0	20421.000000
1	130	rPA	0	0	19.500000	994.250000	2908.500000	3441.500000	4902.250000	7913.000000	12107.000000	8957.000000	3481.000000	1397.250000	552.500000	0	0	0	0	0	0	0	0	0	0	10688.250000
1	135	rSQ	0	0	7.250000	2271.000000	20284.000000	33839.500000	52391.250000	56433.500000	57607.750000	44117.750000	22742.000000	5980.250000	2050.000000	0	0	0	0	0	0	0	0	0	0	37627.500000
1	135	rIM	0	0	0	0.250000	91.000000	1813.500000	8229.750000	8274.750000	10132.750000	12552.500000	4048.750000	514.500000	438.750000	0	0	0	0	0	0	0	0	0	0	6957.750000
1	135	rPA	0	0	4.250000	533.750000	2607.000000	3268.000000	4561.250000	6859.000000	11266.750000	10269.500000	4854.750000	1649.500000	800.000000	0	0	0	0	0	0	0	0	0	0	2656.500000
1	140	rSQ	0	0	5.000000	1530.500000	17601.750000	32439.000000	48902.000000	56448.250000	57699.000000	46251.250000	27000.750000	7100.000000	2405.000000	341.750000	0	0	0	0	0	0	0	0	0	135862.000000
1	140	rIM	0	0	0	0	57.750000	1120.000000	7125.250000	8675.500000	9592.750000	13057.000000	5275.000000	684.250000	248.000000	261.000000	0	0	0	0	0	0	0	0	0	9798.250000
1	140	rPA	0	0	3.000000	385.000000	2463.250000	3185.750000	4296.500000	6137.000000	10261.000000	11070.250000	6103.000000	1777.500000	833.750000	157.750000	0	0	0	0	0	0	0	0	0	18057.500000
1	145	rSQ	0	0	3.250000	1110.250000	15127.500000	30461.750000	46142.750000	55998.000000	57209.000000	49373.250000	30839.500000	8277.500000	2483.250000	698.250000	0	0	0	0	0	0	0	0	0	137738.500000
1	145	rIM	0	0	0	0	42.250000	898.250000	6354.250000	8838.250000	9248.500000	13191.250000	6114.750000	851.750000	258.000000	299.250000	0	0	0	0	0	0	0	0	0	27318.000000
1	145	rPA	0	0	1.000000	241.000000	2240.000000	3064.250000	4137.500000	5684.000000	9383.250000	11686.750000	7077.500000	1982.250000	831.500000	344.750000	0	0	0	0	0	0	0	0	0	17197.250000
1	150	rSQ	0	0	1.500000	671.500000	12435.250000	29131.750000	41670.000000	55006.000000	56201.750000	51718.250000	33199.250000	12847.500000	3711.000000	1130.500000	0	0	0	0	0	0	0	0	0	100706.500000
1	150	rIM	0	0	0	0	18.500000	464.750000	4583.000000	8816.250000	8642.500000	12780.250000	8048.000000	2079.250000	322.000000	342.000000	0	0	0	0	0	0	0	0	0	106.750000
1	150	rPA	0	0	0.250000	91.000000	1768.000000	3098.500000	3723.000000	5372.250000	8381.500000	11609.750000	7731.000000	3241.250000	1150.000000	507.250000	0	0	0	0	0	0	0	0	0	7725.000000
1	155	rSQ	0	0	0	242.500000	7977.750000	27098.000000	38900.000000	54713.250000	55596.250000	53380.500000	36159.500000	17373.500000	4653.750000	1629.250000	0	0	0	0	0	0	0	0	0	74786.500000
1	155	rIM	0	0	0	0	8.500000	287.250000	3338.000000	8403.500000	8603.000000	11598.000000	9611.500000	3386.250000	450.500000	410.000000	0	0	0	0	0	0	0	0	0	11951.750000
1	155	rPA	0	0	0	37.500000	1250.750000	3024.750000	3376.750000	5157.250000	7870.250000	11211.250000	8354.500000	4267.750000	1440.500000	682.500000	0	0	0	0	0	0	0	0	0	12090.500000
