SuccGrp	AC	FromSpp	ToSpp	pTrans	contag	pctChange
gRE21	1	 EPg	 EPg	0.127571	0	-24.958062
gRE21	1	 EPg	 ES	0.005025	0.500000	0.502513
gRE21	1	 EPg	 EMe	0.012146	0.500000	1.214575
gRE21	1	 EPg	 PgPe	0.001001	0.500000	0.100100
gRE21	1	 EPg	 S	0.004000	0	0
gRE21	1	 EPg	 SBb	0.001000	0	0
gRE21	1	 EPg	 SPe	0.005000	0	0
gRE21	1	 EPg	 SE	0.024590	0.500000	2.459016
gRE21	1	 ES	 E	0.251256	1	0.502513
gRE21	1	 ES	 EPg	0.170854	0.500000	0.502513
gRE21	1	 ES	 ES	0.002715	0	-45.698514
gRE21	1	 ES	 EMe	0.012036	0.500000	0.303644
gRE21	1	 ES	 PgPe	0.001000	0	0
gRE21	1	 ES	 S	0.004010	1	0.251256
gRE21	1	 ES	 SBb	0.001001	0.500000	0.100100
gRE21	1	 ES	 SPe	0.005006	0.500000	0.125628
gRE21	1	 ES	 SE	0.024121	1	0.502513
gRE21	1	 EMe	 E	0.253036	1	1.214575
gRE21	1	 EMe	 EPg	0.172065	0.500000	1.214575
gRE21	1	 EMe	 ES	0.005015	0.500000	0.303644
gRE21	1	 EMe	 EMe	0.006736	0	-43.866148
gRE21	1	 EMe	 PgPe	0.001000	0	0
gRE21	1	 EMe	 S	0.004000	0	0
gRE21	1	 EMe	 SBb	0.001000	0	0
gRE21	1	 EMe	 SPe	0.005000	0	0
gRE21	1	 EMe	 SE	0.024148	0.500000	0.614754
gRE21	1	 Pg	 E	0.250000	0	0
gRE21	1	 Pg	 EPg	0.170000	1	0
gRE21	1	 Pg	 ES	0.005000	0	0
gRE21	1	 Pg	 EMe	0.012000	0	0
gRE21	1	 Pg	 PgPe	0.001000	1	0
gRE21	1	 Pg	 S	0.004000	0	0
gRE21	1	 Pg	 SBb	0.001000	0	0
gRE21	1	 Pg	 SPe	0.005000	0	0
gRE21	1	 Pg	 SE	0.024000	0	0
gRE21	1	 PgPe	 E	0.250000	0	0
gRE21	1	 PgPe	 EPg	0.170170	0.500000	0.100100
gRE21	1	 PgPe	 ES	0.005000	0	0
gRE21	1	 PgPe	 EMe	0.012000	0	0
gRE21	1	 PgPe	 PgPe	0.000825	0	-17.517518
gRE21	1	 PgPe	 S	0.004000	0	0
gRE21	1	 PgPe	 SBb	0.001000	0	0
gRE21	1	 PgPe	 SPe	0.005005	0.500000	0.100100
gRE21	1	 PgPe	 SE	0.024000	0	0
gRE21	1	 PgE	 E	0.250000	1	0
gRE21	1	 PgE	 EPg	0.170000	1	0
gRE21	1	 PgE	 ES	0.005000	0.500000	0
gRE21	1	 PgE	 EMe	0.012000	0.500000	0
gRE21	1	 PgE	 PgPe	0.001000	0.500000	0
gRE21	1	 PgE	 S	0.004000	0	0
gRE21	1	 PgE	 SBb	0.001000	0	0
gRE21	1	 PgE	 SPe	0.005000	0	0
gRE21	1	 PgE	 SE	0.024000	0.500000	0
gRE21	1	 S	 E	0.250000	0	0
gRE21	1	 S	 EPg	0.170000	0	0
gRE21	1	 S	 ES	0.005013	1	0.251256
gRE21	1	 S	 EMe	0.012000	0	0
gRE21	1	 S	 PgPe	0.001000	0	0
gRE21	1	 S	 S	0.003877	0	-3.062804
gRE21	1	 S	 SBb	0.001001	1	0.100100
gRE21	1	 S	 SPe	0.005013	1	0.251256
gRE21	1	 S	 SE	0.024096	1	0.401606
gRE21	1	 SBb	 E	0.250000	0	0
gRE21	1	 SBb	 EPg	0.170000	0	0
gRE21	1	 SBb	 ES	0.005005	0.500000	0.100100
gRE21	1	 SBb	 EMe	0.012000	0	0
gRE21	1	 SBb	 PgPe	0.001000	0	0
gRE21	1	 SBb	 S	0.004004	1	0.100100
gRE21	1	 SBb	 SBb	0.000962	0	-3.803804
gRE21	1	 SBb	 SPe	0.005005	0.500000	0.100100
gRE21	1	 SBb	 SE	0.024024	0.500000	0.100100
gRE21	1	 SPe	 E	0.250000	0	0
gRE21	1	 SPe	 EPg	0.170000	0	0
gRE21	1	 SPe	 ES	0.005006	0.500000	0.125628
gRE21	1	 SPe	 EMe	0.012000	0	0
gRE21	1	 SPe	 PgPe	0.001001	0.500000	0.100100
gRE21	1	 SPe	 S	0.004010	1	0.251256
gRE21	1	 SPe	 SBb	0.001001	0.500000	0.100100
gRE21	1	 SPe	 SPe	0.004861	0	-2.778734
gRE21	1	 SPe	 SE	0.024121	0.500000	0.502513
gRE21	1	 SE	 E	0.256148	1	2.459016
gRE21	1	 SE	 EPg	0.174180	0.500000	2.459016
gRE21	1	 SE	 ES	0.005025	1	0.502513
gRE21	1	 SE	 EMe	0.012074	0.500000	0.614754
gRE21	1	 SE	 PgPe	0.001000	0	0
gRE21	1	 SE	 S	0.004016	1	0.401606
gRE21	1	 SE	 SBb	0.001001	0.500000	0.100100
gRE21	1	 SE	 SPe	0.005025	0.500000	0.502513
gRE21	1	 SE	 SE	0.013531	0	-43.620649
gRE21	2	 E	 E	0.087000	0	0
gRE21	2	 E	 PgPe	0.003000	0	0
gRE21	2	 E	 SBb	0.002000	0	0
gRE21	2	 EPe	 E	0.087000	1	0
gRE21	2	 EPe	 PgPe	0.003000	0.500000	0
gRE21	2	 EPe	 SBb	0.002000	0	0
gRE21	2	 EPg	 E	0.087000	1	0
gRE21	2	 EPg	 PgPe	0.003000	0.500000	0
gRE21	2	 EPg	 SBb	0.002000	0	0
gRE21	2	 EMe	 E	0.087000	1	0
gRE21	2	 EMe	 PgPe	0.003000	0	0
gRE21	2	 EMe	 SBb	0.002000	0	0
gRE21	2	 Pg	 E	0.087000	0	0
gRE21	2	 Pg	 PgPe	0.003000	1	0
gRE21	2	 Pg	 SBb	0.002000	0	0
gRE21	2	 PgPe	 E	0.087000	0	0
gRE21	2	 PgPe	 PgPe	0.003000	0	0
gRE21	2	 PgPe	 SBb	0.002000	0	0
gRE21	2	 PgE	 E	0.087000	1	0
gRE21	2	 PgE	 PgPe	0.003000	0.500000	0
gRE21	2	 PgE	 SBb	0.002000	0	0
gRE21	2	 SBb	 E	0.087000	0	0
gRE21	2	 SBb	 PgPe	0.003000	0	0
gRE21	2	 SBb	 SBb	0.002000	0	0
gRE21	2	 SE	 E	0.087000	1	0
gRE21	2	 SE	 PgPe	0.003000	0	0
gRE21	2	 SE	 SBb	0.002000	0.500000	0
gRE21	3	 E	 E	0.023000	0	0
gRE21	3	 E	 PgPe	0.003000	0	0
gRE21	3	 E	 SBb	0.002000	0	0
gRE21	3	 EPe	 E	0.023000	1	0
gRE21	3	 EPe	 PgPe	0.003000	0.500000	0
gRE21	3	 EPe	 SBb	0.002000	0	0
gRE21	3	 EPg	 E	0.023000	1	0
gRE21	3	 EPg	 PgPe	0.003000	0.500000	0
gRE21	3	 EPg	 SBb	0.002000	0	0
gRE21	3	 EMe	 E	0.023000	1	0
gRE21	3	 EMe	 PgPe	0.003000	0	0
gRE21	3	 EMe	 SBb	0.002000	0	0
gRE21	3	 Pg	 E	0.023000	0	0
gRE21	3	 Pg	 PgPe	0.003000	1	0
gRE21	3	 Pg	 SBb	0.002000	0	0
gRE21	3	 PgPe	 E	0.023000	0	0
gRE21	3	 PgPe	 PgPe	0.003000	0	0
gRE21	3	 PgPe	 SBb	0.002000	0	0
gRE21	3	 PgE	 E	0.023000	1	0
gRE21	3	 PgE	 PgPe	0.003000	0.500000	0
gRE21	3	 PgE	 SBb	0.002000	0	0
gRE21	3	 SBb	 E	0.023000	0	0
gRE21	3	 SBb	 PgPe	0.003000	0	0
gRE21	3	 SBb	 SBb	0.002000	0	0
gRE21	3	 SE	 E	0.023000	1	0
gRE21	3	 SE	 PgPe	0.003000	0	0
gRE21	3	 SE	 SBb	0.002000	0.500000	0
gRE21	4	 E	 E	0.035000	0	0
gRE21	4	 E	 PgPe	0.003000	0	0
gRE21	4	 E	 SMe	0.013000	0	0
gRE21	4	 EPe	 E	0.035000	1	0
gRE21	4	 EPe	 PgPe	0.003000	0.500000	0
gRE21	4	 EPe	 SMe	0.013000	0	0
gRE21	4	 EPg	 E	0.035000	1	0
gRE21	4	 EPg	 PgPe	0.003000	0.500000	0
gRE21	4	 EPg	 SMe	0.013000	0	0
gRE21	4	 EMe	 E	0.035000	1	0
gRE21	4	 EMe	 PgPe	0.003000	0	0
gRE21	4	 EMe	 SMe	0.013000	0.500000	0
gRE21	4	 Pg	 E	0.035000	0	0
gRE21	4	 Pg	 PgPe	0.003000	1	0
gRE21	4	 Pg	 SMe	0.013000	0	0
gRE21	4	 PgPe	 E	0.035000	0	0
gRE21	4	 PgPe	 PgPe	0.003000	0	0
gRE21	4	 PgPe	 SMe	0.013000	0	0
gRE21	4	 PgE	 E	0.035000	1	0
gRE21	4	 PgE	 PgPe	0.003000	0.500000	0
gRE21	4	 PgE	 SMe	0.013000	0	0
gRE21	4	 SE	 E	0.035000	1	0
gRE21	4	 SE	 PgPe	0.003000	0	0
gRE21	4	 SE	 SMe	0.013000	0.500000	0
gRE21	4	 SMe	 E	0.035000	0	0
gRE21	4	 SMe	 PgPe	0.003000	0	0
gRE21	4	 SMe	 SMe	0.013000	0	0
gRE21	5	 E	 E	0.224193	0	-0.358482
gRE21	5	 E	 EMe	0.028807	1	2.880658
gRE21	5	 EPg	 E	0.225000	1	0
gRE21	5	 EPg	 EMe	0.028000	0.500000	0
gRE21	5	 EMe	 E	0.231481	1	2.880658
gRE21	5	 EMe	 EMe	0.021519	0	-23.148148
gRE21	5	 Pg	 E	0.225000	0	0
gRE21	5	 Pg	 EMe	0.028000	0	0
gRE21	5	 PgE	 E	0.225000	1	0
gRE21	5	 PgE	 EMe	0.028000	0.500000	0
gRE22	1	 E	 E	0.238858	0	-22.196202
gRE22	1	 E	 EPg	0.041667	1	4.166667
gRE22	1	 E	 EMe	0.349349	1	22.150072
gRE22	1	 E	 SE	0.022495	1	2.249489
gRE22	1	 E	 Me	0.003000	0	0
gRE22	1	 E	 MeE	0.052632	1	5.263158
gRE22	1	 EPg	 E	0.319792	1	4.166667
gRE22	1	 EPg	 EPg	0.014405	0	-63.988487
gRE22	1	 EPg	 EMe	0.297917	0.500000	4.166667
gRE22	1	 EPg	 SE	0.022229	0.500000	1.041667
gRE22	1	 EPg	 Me	0.003000	0	0
gRE22	1	 EPg	 MeE	0.050658	0.500000	1.315789
gRE22	1	 EMe	 E	0.375001	1	22.150072
gRE22	1	 EMe	 EPg	0.041667	0.500000	4.166667
gRE22	1	 EMe	 EMe	0.213197	0	-25.455553
gRE22	1	 EMe	 SE	0.022495	0.500000	2.249489
gRE22	1	 EMe	 Me	0.003009	1	0.300903
gRE22	1	 EMe	 MeE	0.052632	1	5.263158
gRE22	1	 PgE	 E	0.307000	1	0
gRE22	1	 PgE	 EPg	0.040000	1	0
gRE22	1	 PgE	 EMe	0.286000	0.500000	0
gRE22	1	 PgE	 SE	0.022000	0.500000	0
gRE22	1	 PgE	 Me	0.003000	0	0
gRE22	1	 PgE	 MeE	0.050000	0.500000	0
gRE22	1	 SE	 E	0.313906	1	2.249489
gRE22	1	 SE	 EPg	0.040417	0.500000	1.041667
gRE22	1	 SE	 EMe	0.292434	0.500000	2.249489
gRE22	1	 SE	 SE	0.007586	0	-65.518317
gRE22	1	 SE	 Me	0.003000	0	0
gRE22	1	 SE	 MeE	0.050658	0.500000	1.315789
gRE22	1	 Me	 E	0.307000	0	0
gRE22	1	 Me	 EPg	0.040000	0	0
gRE22	1	 Me	 EMe	0.286861	1	0.300903
gRE22	1	 Me	 SE	0.022000	0	0
gRE22	1	 Me	 Me	0.001989	0	-33.701103
gRE22	1	 Me	 MeE	0.050150	1	0.300903
gRE22	1	 MeE	 E	0.323158	1	5.263158
gRE22	1	 MeE	 EPg	0.040526	0.500000	1.315789
gRE22	1	 MeE	 EMe	0.301053	1	5.263158
gRE22	1	 MeE	 SE	0.022289	0.500000	1.315789
gRE22	1	 MeE	 Me	0.003009	1	0.300903
gRE22	1	 MeE	 MeE	0.017965	0	-64.070686
gRE22	2	 E	 E	0.121406	0	-25.517875
gRE22	2	 E	 EPg	0.075269	1	7.526882
gRE22	2	 E	 EMe	0.255001	1	14.350064
gRE22	2	 E	 SE	0.022495	1	2.249489
gRE22	2	 E	 Me	0.004000	0	0
gRE22	2	 E	 MeE	0.063830	1	6.382979
gRE22	2	 EPg	 E	0.175269	1	7.526882
gRE22	2	 EPg	 EPg	0.040188	0	-42.588785
gRE22	2	 EPg	 EMe	0.239000	0.500000	7.175032
gRE22	2	 EPg	 SE	0.022414	0.500000	1.881720
gRE22	2	 EPg	 Me	0.004000	0	0
gRE22	2	 EPg	 MeE	0.061129	0.500000	1.881720
gRE22	2	 EMe	 E	0.186391	1	14.350064
gRE22	2	 EMe	 EPg	0.075023	0.500000	7.175032
gRE22	2	 EMe	 EMe	0.190246	0	-14.687832
gRE22	2	 EMe	 SE	0.022495	0.500000	2.249489
gRE22	2	 EMe	 Me	0.004016	1	0.401606
gRE22	2	 EMe	 MeE	0.063830	1	6.382979
gRE22	2	 PgE	 E	0.163000	1	0
gRE22	2	 PgE	 EPg	0.070000	1	0
gRE22	2	 PgE	 EMe	0.223000	0.500000	0
gRE22	2	 PgE	 SE	0.022000	0.500000	0
gRE22	2	 PgE	 Me	0.004000	0	0
gRE22	2	 PgE	 MeE	0.060000	0.500000	0
gRE22	2	 SE	 E	0.166667	1	2.249489
gRE22	2	 SE	 EPg	0.071317	0.500000	1.881720
gRE22	2	 SE	 EMe	0.228016	0.500000	2.249489
gRE22	2	 SE	 SE	0.011042	0	-49.807626
gRE22	2	 SE	 Me	0.004000	0	0
gRE22	2	 SE	 MeE	0.060957	0.500000	1.595745
gRE22	2	 Me	 E	0.163000	0	0
gRE22	2	 Me	 EPg	0.070000	0	0
gRE22	2	 Me	 EMe	0.223896	1	0.401606
gRE22	2	 Me	 SE	0.022000	0	0
gRE22	2	 Me	 Me	0.002863	0	-28.413655
gRE22	2	 Me	 MeE	0.060241	1	0.401606
gRE22	2	 MeE	 E	0.173404	1	6.382979
gRE22	2	 MeE	 EPg	0.071317	0.500000	1.881720
gRE22	2	 MeE	 EMe	0.237234	1	6.382979
gRE22	2	 MeE	 SE	0.022351	0.500000	1.595745
gRE22	2	 MeE	 Me	0.004016	1	0.401606
gRE22	2	 MeE	 MeE	0.033677	0	-43.871050
gRE22	3	 E	 EPg	0.067000	1	0
gRE22	3	 E	 SE	0.015000	1	0
gRE22	3	 E	 Me	0.012000	0	0
gRE22	3	 E	 MeE	0.051000	1	0
gRE22	3	 E	 MePg	0.005000	0	0
gRE22	3	 EPg	 EPg	0.065831	0	-1.744995
gRE22	3	 EPg	 SE	0.015228	0.500000	1.522843
gRE22	3	 EPg	 Me	0.012000	0	0
gRE22	3	 EPg	 MeE	0.051916	0.500000	1.795284
gRE22	3	 EPg	 MePg	0.005025	0.500000	0.502513
gRE22	3	 EMe	 EPg	0.067000	0.500000	0
gRE22	3	 EMe	 SE	0.015000	0.500000	0
gRE22	3	 EMe	 Me	0.012000	1	0
gRE22	3	 EMe	 MeE	0.051000	1	0
gRE22	3	 EMe	 MePg	0.005000	0.500000	0
gRE22	3	 PgE	 EPg	0.067000	1	0
gRE22	3	 PgE	 SE	0.015000	0.500000	0
gRE22	3	 PgE	 Me	0.012000	0	0
gRE22	3	 PgE	 MeE	0.051000	0.500000	0
gRE22	3	 PgE	 MePg	0.005000	0.500000	0
gRE22	3	 SE	 EPg	0.068020	0.500000	1.522843
gRE22	3	 SE	 SE	0.013295	0	-11.369997
gRE22	3	 SE	 Me	0.012000	0	0
gRE22	3	 SE	 MeE	0.051685	0.500000	1.343519
gRE22	3	 SE	 MePg	0.005000	0	0
gRE22	3	 Me	 EPg	0.067000	0	0
gRE22	3	 Me	 SE	0.015000	0	0
gRE22	3	 Me	 Me	0.011355	0	-5.371324
gRE22	3	 Me	 MeE	0.051619	1	1.214575
gRE22	3	 Me	 MePg	0.005025	1	0.502513
gRE22	3	 MeE	 EPg	0.068203	0.500000	1.795284
gRE22	3	 MeE	 SE	0.015202	0.500000	1.343519
gRE22	3	 MeE	 Me	0.012146	1	1.214575
gRE22	3	 MeE	 MeE	0.049425	0	-3.088711
gRE22	3	 MeE	 MePg	0.005025	0.500000	0.502513
gRE22	3	 MePg	 EPg	0.067337	0.500000	0.502513
gRE22	3	 MePg	 SE	0.015000	0	0
gRE22	3	 MePg	 Me	0.012060	1	0.502513
gRE22	3	 MePg	 MeE	0.051256	0.500000	0.502513
gRE22	3	 MePg	 MePg	0.004347	0	-13.065327
gRE22	4	 E	 E	0.073551	0	-3.222639
gRE22	4	 E	 SE	0.015228	1	1.522843
gRE22	4	 E	 Me	0.013000	0	0
gRE22	4	 E	 MeE	0.056221	1	4.112554
gRE22	4	 E	 MePg	0.030000	0	0
gRE22	4	 EPg	 E	0.076000	1	0
gRE22	4	 EPg	 SE	0.015000	0.500000	0
gRE22	4	 EPg	 Me	0.013000	0	0
gRE22	4	 EPg	 MeE	0.054000	0.500000	0
gRE22	4	 EPg	 MePg	0.030000	0.500000	0
gRE22	4	 EMe	 E	0.076000	1	0
gRE22	4	 EMe	 SE	0.015000	0.500000	0
gRE22	4	 EMe	 Me	0.013000	1	0
gRE22	4	 EMe	 MeE	0.054000	1	0
gRE22	4	 EMe	 MePg	0.030000	0.500000	0
gRE22	4	 PgE	 E	0.076000	1	0
gRE22	4	 PgE	 SE	0.015000	0.500000	0
gRE22	4	 PgE	 Me	0.013000	0	0
gRE22	4	 PgE	 MeE	0.054000	0.500000	0
gRE22	4	 PgE	 MePg	0.030000	0.500000	0
gRE22	4	 SE	 E	0.077157	1	1.522843
gRE22	4	 SE	 SE	0.013072	0	-12.853157
gRE22	4	 SE	 Me	0.013000	0	0
gRE22	4	 SE	 MeE	0.054771	0.500000	1.427061
gRE22	4	 SE	 MePg	0.030000	0	0
gRE22	4	 Me	 E	0.076000	0	0
gRE22	4	 Me	 SE	0.015000	0	0
gRE22	4	 Me	 Me	0.011894	0	-8.510638
gRE22	4	 Me	 MeE	0.054711	1	1.317123
gRE22	4	 Me	 MePg	0.030395	1	1.317123
gRE22	4	 MeE	 E	0.079126	1	4.112554
gRE22	4	 MeE	 SE	0.015214	0.500000	1.427061
gRE22	4	 MeE	 Me	0.013171	1	1.317123
gRE22	4	 MeE	 MeE	0.050061	0	-7.294342
gRE22	4	 MeE	 MePg	0.030428	0.500000	1.427061
gRE22	4	 MePg	 E	0.076000	0	0
gRE22	4	 MePg	 SE	0.015000	0	0
gRE22	4	 MePg	 Me	0.013171	1	1.317123
gRE22	4	 MePg	 MeE	0.054771	0.500000	1.427061
gRE22	4	 MePg	 MePg	0.029058	0	-3.139463
gRE22	5	 E	 E	0.252000	0	0
gRE22	5	 EMe	 E	0.252000	1	0
gRE22	5	 PgE	 E	0.252000	1	0
gRE22	5	 SE	 E	0.252000	1	0
gRE22	5	 MeE	 E	0.252000	1	0
gRE24	1	 E	 E	0.530365	0	-2.146734
gRE24	1	 E	 EPg	0.033058	1	3.305785
gRE24	1	 E	 EMe	0.088139	1	8.813928
gRE24	1	 E	 S	0.009000	0	0
gRE24	1	 E	 SE	0.028807	1	2.880658
gRE24	1	 E	 MeE	0.052632	1	5.263158
gRE24	1	 EPg	 E	0.559917	1	3.305785
gRE24	1	 EPg	 EPg	0.011409	0	-64.348361
gRE24	1	 EPg	 EMe	0.082785	0.500000	2.203482
gRE24	1	 EPg	 S	0.009000	0	0
gRE24	1	 EPg	 SE	0.028231	0.500000	0.826446
gRE24	1	 EPg	 MeE	0.050658	0.500000	1.315789
gRE24	1	 EMe	 E	0.589771	1	8.813928
gRE24	1	 EMe	 EPg	0.032705	0.500000	2.203482
gRE24	1	 EMe	 EMe	0.029703	0	-63.329706
gRE24	1	 EMe	 S	0.009000	0	0
gRE24	1	 EMe	 SE	0.028617	0.500000	2.203482
gRE24	1	 EMe	 MeE	0.052203	1	4.406964
gRE24	1	 PgE	 E	0.542000	1	0
gRE24	1	 PgE	 EPg	0.032000	1	0
gRE24	1	 PgE	 EMe	0.081000	0.500000	0
gRE24	1	 PgE	 S	0.009000	0	0
gRE24	1	 PgE	 SE	0.028000	0.500000	0
gRE24	1	 PgE	 MeE	0.050000	0.500000	0
gRE24	1	 S	 E	0.542000	0	0
gRE24	1	 S	 EPg	0.032000	0	0
gRE24	1	 S	 EMe	0.081000	0	0
gRE24	1	 S	 S	0.008746	0	-2.825429
gRE24	1	 S	 SE	0.028254	1	0.908174
gRE24	1	 S	 MeE	0.050000	0	0
gRE24	1	 SE	 E	0.557613	1	2.880658
gRE24	1	 SE	 EPg	0.032264	0.500000	0.826446
gRE24	1	 SE	 EMe	0.082785	0.500000	2.203482
gRE24	1	 SE	 S	0.009082	1	0.908174
gRE24	1	 SE	 SE	0.009598	0	-65.721723
gRE24	1	 SE	 MeE	0.050658	0.500000	1.315789
gRE24	1	 MeE	 E	0.570526	1	5.263158
gRE24	1	 MeE	 EPg	0.032421	0.500000	1.315789
gRE24	1	 MeE	 EMe	0.084570	1	4.406964
gRE24	1	 MeE	 S	0.009000	0	0
gRE24	1	 MeE	 SE	0.028368	0.500000	1.315789
gRE24	1	 MeE	 MeE	0.017115	0	-65.770861
gRE24	2	 E	 BbS	0.004000	0	0
gRE24	2	 E	 E	0.243194	0	-3.494424
gRE24	2	 E	 EPg	0.041667	1	4.166667
gRE24	2	 E	 EMe	0.088139	1	8.813928
gRE24	2	 EPg	 BbS	0.004000	0	0
gRE24	2	 EPg	 E	0.262500	1	4.166667
gRE24	2	 EPg	 EPg	0.027715	0	-30.712051
gRE24	2	 EPg	 EMe	0.082785	0.500000	2.203482
gRE24	2	 EMe	 BbS	0.004000	0	0
gRE24	2	 EMe	 E	0.274211	1	8.813928
gRE24	2	 EMe	 EPg	0.040881	0.500000	2.203482
gRE24	2	 EMe	 EMe	0.057908	0	-28.509249
gRE24	2	 PgE	 BbS	0.004000	0	0
gRE24	2	 PgE	 E	0.252000	1	0
gRE24	2	 PgE	 EPg	0.040000	1	0
gRE24	2	 PgE	 EMe	0.081000	0.500000	0
gRE24	2	 SE	 BbS	0.004000	0.500000	0
gRE24	2	 SE	 E	0.252000	1	0
gRE24	2	 SE	 EPg	0.040000	0.500000	0
gRE24	2	 SE	 EMe	0.081000	0.500000	0
gRE24	2	 MeE	 BbS	0.004000	0	0
gRE24	2	 MeE	 E	0.252000	1	0
gRE24	2	 MeE	 EPg	0.040000	0.500000	0
gRE24	2	 MeE	 EMe	0.081000	1	0
gRE24	3	 E	 EPg	0.071000	1	0
gRE24	3	 E	 EMe	0.030000	1	0
gRE24	3	 E	 Pg	0.015000	0	0
gRE24	3	 EPg	 EPg	0.070198	0	-1.129047
gRE24	3	 EPg	 EMe	0.030573	0.500000	1.910657
gRE24	3	 EPg	 Pg	0.015228	1	1.522843
gRE24	3	 EMe	 EPg	0.072357	0.500000	1.910657
gRE24	3	 EMe	 EMe	0.028643	0	-4.521887
gRE24	3	 EMe	 Pg	0.015000	0	0
gRE24	3	 Pg	 EPg	0.072081	1	1.522843
gRE24	3	 Pg	 EMe	0.030000	0	0
gRE24	3	 Pg	 Pg	0.013919	0	-7.208122
gRE24	3	 PgE	 EPg	0.071000	1	0
gRE24	3	 PgE	 EMe	0.030000	0.500000	0
gRE24	3	 PgE	 Pg	0.015000	1	0
gRE24	3	 MeE	 EPg	0.071000	0.500000	0
gRE24	3	 MeE	 EMe	0.030000	1	0
gRE24	3	 MeE	 Pg	0.015000	0	0
gRE24	4	 E	 E	0.034217	0	-9.955143
gRE24	4	 E	 EPg	0.057661	1	2.966102
gRE24	4	 E	 EMe	0.065118	1	3.361793
gRE24	4	 E	 MeE	0.002004	1	0.200401
gRE24	4	 EPg	 E	0.039127	1	2.966102
gRE24	4	 EPg	 EPg	0.053810	0	-3.910878
gRE24	4	 EPg	 EMe	0.064059	0.500000	1.680896
gRE24	4	 EPg	 MeE	0.002004	0.500000	0.200401
gRE24	4	 EMe	 E	0.039277	1	3.361793
gRE24	4	 EMe	 EPg	0.056941	0.500000	1.680896
gRE24	4	 EMe	 EMe	0.060777	0	-3.528240
gRE24	4	 EMe	 MeE	0.002004	1	0.200401
gRE24	4	 Pg	 E	0.038000	0	0
gRE24	4	 Pg	 EPg	0.056000	1	0
gRE24	4	 Pg	 EMe	0.063000	0	0
gRE24	4	 Pg	 MeE	0.002000	0	0
gRE24	4	 PgE	 E	0.038000	1	0
gRE24	4	 PgE	 EPg	0.056000	1	0
gRE24	4	 PgE	 EMe	0.063000	0.500000	0
gRE24	4	 PgE	 MeE	0.002000	0.500000	0
gRE24	4	 MeE	 E	0.038076	1	0.200401
gRE24	4	 MeE	 EPg	0.056112	0.500000	0.200401
gRE24	4	 MeE	 EMe	0.063126	1	0.200401
gRE24	4	 MeE	 MeE	0.001685	0	-15.731463
gRE24	5	 E	 E	0.017000	0	0
gRE24	5	 EPg	 E	0.017000	1	0
gRE24	5	 EMe	 E	0.017000	1	0
gRE24	5	 PgE	 E	0.017000	1	0
gRE24	5	 MeE	 E	0.017000	1	0
gRE25	1	 PeBb	 BbPe	0.083077	1	2.564103
gRE25	1	 PeBb	 BbE	0.056831	0.500000	1.483051
gRE25	1	 PeBb	 BbS	0.032264	0.500000	0.826446
gRE25	1	 PeBb	 PeBb	0.018051	0	-27.795048
gRE25	1	 PeBb	 PeE	0.004016	0.500000	0.401606
gRE25	1	 PeBb	 E	0.044000	0	0
gRE25	1	 PeBb	 EBb	0.094330	0.500000	2.533040
gRE25	1	 PeBb	 EPe	0.014090	0.500000	0.641026
gRE25	1	 PeBb	 ES	0.040000	0	0
gRE25	1	 PeBb	 PgBb	0.010064	0.500000	0.641026
gRE25	1	 PeBb	 SBb	0.069240	0.500000	1.824034
gRE25	1	 PeBb	 SPe	0.006036	0.500000	0.603622
gRE25	1	 PeBb	 SE	0.003000	0	0
gRE25	1	 PeE	 BbPe	0.081325	0.500000	0.401606
gRE25	1	 PeE	 BbE	0.056225	0.500000	0.401606
gRE25	1	 PeE	 BbS	0.032000	0	0
gRE25	1	 PeE	 PeBb	0.025100	0.500000	0.401606
gRE25	1	 PeE	 PeE	0.002574	0	-35.643025
gRE25	1	 PeE	 E	0.044177	1	0.401606
gRE25	1	 PeE	 EBb	0.092369	0.500000	0.401606
gRE25	1	 PeE	 EPe	0.014056	1	0.401606
gRE25	1	 PeE	 ES	0.040161	0.500000	0.401606
gRE25	1	 PeE	 PgBb	0.010000	0	0
gRE25	1	 PeE	 SBb	0.068000	0	0
gRE25	1	 PeE	 SPe	0.006009	0.500000	0.150905
gRE25	1	 PeE	 SE	0.003003	0.500000	0.100402
gRE25	1	 E	 BbPe	0.081000	0	0
gRE25	1	 E	 BbE	0.057661	1	2.966102
gRE25	1	 E	 BbS	0.032000	0	0
gRE25	1	 E	 PeBb	0.025000	0	0
gRE25	1	 E	 PeE	0.004016	1	0.401606
gRE25	1	 E	 E	0.036960	0	-15.999325
gRE25	1	 E	 EBb	0.096234	1	4.602510
gRE25	1	 E	 EPe	0.014199	1	1.419878
gRE25	1	 E	 ES	0.040921	1	2.301255
gRE25	1	 E	 PgBb	0.010000	0	0
gRE25	1	 E	 SBb	0.068000	0	0
gRE25	1	 E	 SPe	0.006000	0	0
gRE25	1	 E	 SE	0.003009	1	0.300903
gRE25	1	 EBb	 BbPe	0.083052	0.500000	2.533040
gRE25	1	 EBb	 BbE	0.058837	1	5.066079
gRE25	1	 EBb	 BbS	0.032811	0.500000	2.533040
gRE25	1	 EBb	 PeBb	0.025633	0.500000	2.533040
gRE25	1	 EBb	 PeE	0.004016	0.500000	0.401606
gRE25	1	 EBb	 E	0.046025	1	4.602510
gRE25	1	 EBb	 EBb	0.080582	0	-12.411164
gRE25	1	 EBb	 EPe	0.014199	0.500000	1.419878
