SuccGrp	AC	FromSpp	ToSpp	pTrans	contag	pctChange
gFE32	1	 ES	 Bb	0.030000	0	0
gFE32	1	 ES	 ES	0.970000	0	0
gFE32	2	 ES	 Bb	0.030000	0	0
gFE32	3	 ES	 Bb	0.030000	0	0
gFE32	4	 ES	 Bb	0.020000	0	0
gFE32	4	 ES	 ES	0.010000	0	0
gFE32	5	 ES	 ES	0.020000	0	0
gMJ12	1	 PeBb	 Bb	0.140562	1	0.401606
gMJ12	1	 PeBb	 BbS	0.789157	0.500000	0.401606
gMJ12	1	 PeBb	 PeBb	0.000281	0	-92.971888
gMJ12	1	 PeBb	 ES	0.070000	0	0
gMJ12	1	 ES	 Bb	0.140000	0	0
gMJ12	1	 ES	 BbS	0.845161	0.500000	7.526882
gMJ12	1	 ES	 PeBb	0.004000	0	0
gMJ12	1	 ES	 ES	0.010839	0	-84.516129
gMJ12	2	 PeBb	 Bb	0.050201	1	0.401606
gMJ12	2	 PeBb	 BbPe	0.011044	1	0.401606
gMJ12	2	 PeBb	 PeBb	0.003698	0	-7.552163
gMJ12	2	 PeBb	 ES	0.006000	0	0
gMJ12	2	 PeBb	 SBb	0.015057	0.500000	0.380711
gMJ12	2	 ES	 Bb	0.050000	0	0
gMJ12	2	 ES	 BbPe	0.011000	0	0
gMJ12	2	 ES	 PeBb	0.004000	0	0
gMJ12	2	 ES	 ES	0.005943	0	-0.951777
gMJ12	2	 ES	 SBb	0.015057	0.500000	0.380711
gMJ12	2	 SBb	 Bb	0.050761	1	1.522843
gMJ12	2	 SBb	 BbPe	0.011042	0.500000	0.380711
gMJ12	2	 SBb	 PeBb	0.004015	0.500000	0.380711
gMJ12	2	 SBb	 ES	0.006023	0.500000	0.380711
gMJ12	2	 SBb	 SBb	0.014159	0	-5.609137
gMJ12	3	 PeBb	 Bb	0.005025	1	0.502513
gMJ12	3	 PeBb	 BbPe	0.012146	1	1.214575
gMJ12	3	 PeBb	 PeBb	0.059303	0	-1.162451
gMJ12	3	 PeBb	 ES	0.070000	0	0
gMJ12	3	 PeBb	 SBb	0.033527	0.500000	1.595745
gMJ12	3	 ES	 Bb	0.005000	0	0
gMJ12	3	 ES	 BbPe	0.012000	0	0
gMJ12	3	 ES	 PeBb	0.060000	0	0
gMJ12	3	 ES	 ES	0.069379	0	-0.887097
gMJ12	3	 ES	 SBb	0.033621	0.500000	1.881720
gMJ12	3	 SBb	 Bb	0.005025	1	0.502513
gMJ12	3	 SBb	 BbPe	0.012102	0.500000	0.853154
gMJ12	3	 SBb	 PeBb	0.060957	0.500000	1.595745
gMJ12	3	 SBb	 ES	0.071317	0.500000	1.881720
gMJ12	3	 SBb	 SBb	0.030598	0	-7.279258
gMJ12	4	 ES	 Bb	0.105000	0	0
gMJ22	1	 PeBb	 Bb	0.144033	1	2.880658
gMJ22	1	 PeBb	 BbPe	0.082305	1	2.880658
gMJ22	1	 PeBb	 BbE	0.001001	0.500000	0.100100
gMJ22	1	 PeBb	 BbS	0.696502	0.500000	2.880658
gMJ22	1	 PeBb	 PeBb	0.002040	0	-92.713363
gMJ22	1	 PeBb	 E	0.001000	0	0
gMJ22	1	 PeBb	 ES	0.022000	0	0
gMJ22	1	 PeBb	 SBb	0.016115	0.500000	0.720165
gMJ22	1	 PeBb	 SPe	0.002004	0.500000	0.200401
gMJ22	1	 E	 Bb	0.140000	0	0
gMJ22	1	 E	 BbPe	0.080000	0	0
gMJ22	1	 E	 BbE	0.001001	1	0.050050
gMJ22	1	 E	 BbS	0.677000	0	0
gMJ22	1	 E	 PeBb	0.028000	0	0
gMJ22	1	 E	 E	0.000977	0	-2.252252
gMJ22	1	 E	 ES	0.022022	1	0.100100
gMJ22	1	 E	 SBb	0.016000	0	0
gMJ22	1	 E	 SPe	0.002000	0	0
gMJ22	1	 ES	 Bb	0.140000	0	0
gMJ22	1	 ES	 BbPe	0.080000	0	0
gMJ22	1	 ES	 BbE	0.001001	0.500000	0.100100
gMJ22	1	 ES	 BbS	0.692229	0.500000	2.249489
gMJ22	1	 ES	 PeBb	0.028000	0	0
gMJ22	1	 ES	 E	0.001001	1	0.100100
gMJ22	1	 ES	 ES	0.006675	0	-69.659220
gMJ22	1	 ES	 SBb	0.016090	0.500000	0.562372
gMJ22	1	 ES	 SPe	0.002004	0.500000	0.200401
gMJ22	1	 PgE	 Bb	0.140000	0	0
gMJ22	1	 PgE	 BbPe	0.080000	0	0
gMJ22	1	 PgE	 BbE	0.001000	0.500000	0
gMJ22	1	 PgE	 BbS	0.677000	0	0
gMJ22	1	 PgE	 PeBb	0.028000	0	0
gMJ22	1	 PgE	 E	0.001000	1	0
gMJ22	1	 PgE	 ES	0.022000	0.500000	0
gMJ22	1	 PgE	 SBb	0.016000	0	0
gMJ22	1	 PgE	 SPe	0.002000	0	0
gMJ22	1	 S	 Bb	0.140000	0	0
gMJ22	1	 S	 BbPe	0.080000	0	0
gMJ22	1	 S	 BbE	0.001000	0	0
gMJ22	1	 S	 BbS	0.677000	1	0
gMJ22	1	 S	 PeBb	0.028000	0	0
gMJ22	1	 S	 E	0.001000	0	0
gMJ22	1	 S	 ES	0.022000	1	0
gMJ22	1	 S	 SBb	0.016000	1	0
gMJ22	1	 S	 SPe	0.002000	1	0
gMJ22	1	 SBb	 Bb	0.142276	1	1.626016
gMJ22	1	 SBb	 BbPe	0.081301	0.500000	1.626016
gMJ22	1	 SBb	 BbE	0.001001	0.500000	0.100100
gMJ22	1	 SBb	 BbS	0.688008	1	1.626016
gMJ22	1	 SBb	 PeBb	0.028202	0.500000	0.720165
gMJ22	1	 SBb	 E	0.001000	0	0
gMJ22	1	 SBb	 ES	0.022124	0.500000	0.562372
gMJ22	1	 SBb	 SBb	0.001084	0	-93.223393
gMJ22	1	 SBb	 SPe	0.002004	0.500000	0.200401
gMJ22	1	 SPe	 Bb	0.140000	0	0
gMJ22	1	 SPe	 BbPe	0.080160	0.500000	0.200401
gMJ22	1	 SPe	 BbE	0.001000	0	0
gMJ22	1	 SPe	 BbS	0.678357	0.500000	0.200401
gMJ22	1	 SPe	 PeBb	0.028056	0.500000	0.200401
gMJ22	1	 SPe	 E	0.001000	0	0
gMJ22	1	 SPe	 ES	0.022044	0.500000	0.200401
gMJ22	1	 SPe	 SBb	0.016032	0.500000	0.200401
gMJ22	1	 SPe	 SPe	0.000351	0	-82.464930
gMJ22	2	 Pe	 Bb	0.027000	0	0
gMJ22	2	 Pe	 BbE	0.003000	0	0
gMJ22	2	 Pe	 Pe	0.002996	0	-0.133668
gMJ22	2	 Pe	 PeS	0.001001	1	0.100100
gMJ22	2	 Pe	 E	0.001000	0	0
gMJ22	2	 Pe	 ES	0.022000	0	0
gMJ22	2	 Pe	 SBb	0.016000	0	0
gMJ22	2	 Pe	 SPe	0.002003	1	0.150451
gMJ22	2	 PeBb	 Bb	0.027000	1	0
gMJ22	2	 PeBb	 BbE	0.003000	0.500000	0
gMJ22	2	 PeBb	 Pe	0.003000	1	0
gMJ22	2	 PeBb	 PeS	0.001000	0.500000	0
gMJ22	2	 PeBb	 E	0.001000	0	0
gMJ22	2	 PeBb	 ES	0.022000	0	0
gMJ22	2	 PeBb	 SBb	0.016000	0.500000	0
gMJ22	2	 PeBb	 SPe	0.002000	0.500000	0
gMJ22	2	 PeS	 Bb	0.027000	0	0
gMJ22	2	 PeS	 BbE	0.003000	0	0
gMJ22	2	 PeS	 Pe	0.003003	1	0.100100
gMJ22	2	 PeS	 PeS	0.000957	0	-4.304304
gMJ22	2	 PeS	 E	0.001000	0	0
gMJ22	2	 PeS	 ES	0.022022	0.500000	0.100100
gMJ22	2	 PeS	 SBb	0.016016	0.500000	0.100100
gMJ22	2	 PeS	 SPe	0.002002	1	0.100100
gMJ22	2	 E	 Bb	0.027000	0	0
gMJ22	2	 E	 BbE	0.003003	1	0.100100
gMJ22	2	 E	 Pe	0.003000	0	0
gMJ22	2	 E	 PeS	0.001000	0	0
gMJ22	2	 E	 E	0.000975	0	-2.502503
gMJ22	2	 E	 ES	0.022022	1	0.100100
gMJ22	2	 E	 SBb	0.016000	0	0
gMJ22	2	 E	 SPe	0.002000	0	0
gMJ22	2	 ES	 Bb	0.027000	0	0
gMJ22	2	 ES	 BbE	0.003009	0.500000	0.300903
gMJ22	2	 ES	 Pe	0.003000	0	0
gMJ22	2	 ES	 PeS	0.001001	0.500000	0.100100
gMJ22	2	 ES	 E	0.001001	1	0.100100
gMJ22	2	 ES	 ES	0.021895	0	-0.477348
gMJ22	2	 ES	 SBb	0.016090	0.500000	0.562372
gMJ22	2	 ES	 SPe	0.002004	0.500000	0.200401
gMJ22	2	 SBb	 Bb	0.027375	1	1.387461
gMJ22	2	 SBb	 BbE	0.003009	0.500000	0.300903
gMJ22	2	 SBb	 Pe	0.003000	0	0
gMJ22	2	 SBb	 PeS	0.001001	0.500000	0.100100
gMJ22	2	 SBb	 E	0.001000	0	0
gMJ22	2	 SBb	 ES	0.022124	0.500000	0.562372
gMJ22	2	 SBb	 SBb	0.015488	0	-3.202329
gMJ22	2	 SBb	 SPe	0.002004	0.500000	0.200401
gMJ22	2	 SPe	 Bb	0.027000	0	0
gMJ22	2	 SPe	 BbE	0.003000	0	0
gMJ22	2	 SPe	 Pe	0.003005	1	0.150451
gMJ22	2	 SPe	 PeS	0.001001	1	0.100100
gMJ22	2	 SPe	 E	0.001000	0	0
gMJ22	2	 SPe	 ES	0.022044	0.500000	0.200401
gMJ22	2	 SPe	 SBb	0.016032	0.500000	0.200401
gMJ22	2	 SPe	 SPe	0.001918	0	-4.083342
gMJ22	3	 Pe	 Bb	0.068000	0	0
gMJ22	3	 Pe	 BbPe	0.080564	1	0.704935
gMJ22	3	 Pe	 BbE	0.006000	0	0
gMJ22	3	 Pe	 Pe	0.006361	0	-9.126059
gMJ22	3	 Pe	 PeBb	0.012073	1	0.607287
gMJ22	3	 Pe	 PeS	0.001001	1	0.100100
gMJ22	3	 Pe	 E	0.002000	0	0
gMJ22	3	 Pe	 ES	0.039000	0	0
gMJ22	3	 Pe	 SBb	0.016000	0	0
gMJ22	3	 Pe	 SPe	0.001001	1	0.100100
gMJ22	3	 Pe	 SE	0.002000	0	0
gMJ22	3	 PeBb	 Bb	0.068826	1	1.214575
gMJ22	3	 PeBb	 BbPe	0.080972	1	1.214575
gMJ22	3	 PeBb	 BbE	0.006018	0.500000	0.303644
gMJ22	3	 PeBb	 Pe	0.007043	1	0.607287
gMJ22	3	 PeBb	 PeBb	0.010075	0	-16.044519
gMJ22	3	 PeBb	 PeS	0.001001	0.500000	0.100100
gMJ22	3	 PeBb	 E	0.002000	0	0
gMJ22	3	 PeBb	 ES	0.039000	0	0
gMJ22	3	 PeBb	 SBb	0.016065	0.500000	0.406504
gMJ22	3	 PeBb	 SPe	0.001001	0.500000	0.100100
gMJ22	3	 PeBb	 SE	0.002000	0	0
gMJ22	3	 PeS	 Bb	0.068000	0	0
gMJ22	3	 PeS	 BbPe	0.080080	0.500000	0.100100
gMJ22	3	 PeS	 BbE	0.006000	0	0
gMJ22	3	 PeS	 Pe	0.007007	1	0.100100
gMJ22	3	 PeS	 PeBb	0.012012	0.500000	0.100100
gMJ22	3	 PeS	 PeS	0.000844	0	-15.565666
gMJ22	3	 PeS	 E	0.002000	0	0
gMJ22	3	 PeS	 ES	0.039039	0.500000	0.100100
gMJ22	3	 PeS	 SBb	0.016016	0.500000	0.100100
gMJ22	3	 PeS	 SPe	0.001001	1	0.050050
gMJ22	3	 PeS	 SE	0.002001	0.500000	0.050100
gMJ22	3	 E	 Bb	0.068000	0	0
gMJ22	3	 E	 BbPe	0.080000	0	0
gMJ22	3	 E	 BbE	0.006012	1	0.200401
gMJ22	3	 E	 Pe	0.007000	0	0
gMJ22	3	 E	 PeBb	0.012000	0	0
gMJ22	3	 E	 PeS	0.001000	0	0
gMJ22	3	 E	 E	0.001908	0	-4.609218
gMJ22	3	 E	 ES	0.039078	1	0.200401
gMJ22	3	 E	 SBb	0.016000	0	0
gMJ22	3	 E	 SPe	0.001000	0	0
gMJ22	3	 E	 SE	0.002002	1	0.100200
gMJ22	3	 ES	 Bb	0.068000	0	0
gMJ22	3	 ES	 BbPe	0.080000	0	0
gMJ22	3	 ES	 BbE	0.006036	0.500000	0.603622
gMJ22	3	 ES	 Pe	0.007000	0	0
gMJ22	3	 ES	 PeBb	0.012000	0	0
gMJ22	3	 ES	 PeS	0.001001	0.500000	0.100100
gMJ22	3	 ES	 E	0.002004	1	0.200401
gMJ22	3	 ES	 ES	0.038791	0	-0.534785
gMJ22	3	 ES	 SBb	0.016162	0.500000	1.014568
gMJ22	3	 ES	 SPe	0.001001	0.500000	0.100100
gMJ22	3	 ES	 SE	0.002004	1	0.200401
gMJ22	3	 SBb	 Bb	0.069106	1	1.626016
gMJ22	3	 SBb	 BbPe	0.081301	0.500000	1.626016
gMJ22	3	 SBb	 BbE	0.006024	0.500000	0.406504
gMJ22	3	 SBb	 Pe	0.007000	0	0
gMJ22	3	 SBb	 PeBb	0.012049	0.500000	0.406504
gMJ22	3	 SBb	 PeS	0.001001	0.500000	0.100100
gMJ22	3	 SBb	 E	0.002000	0	0
gMJ22	3	 SBb	 ES	0.039396	0.500000	1.014568
gMJ22	3	 SBb	 SBb	0.013119	0	-18.008540
gMJ22	3	 SBb	 SPe	0.001001	0.500000	0.100100
gMJ22	3	 SBb	 SE	0.002004	0.500000	0.200401
gMJ22	3	 SPe	 Bb	0.068000	0	0
gMJ22	3	 SPe	 BbPe	0.080080	0.500000	0.100100
gMJ22	3	 SPe	 BbE	0.006000	0	0
gMJ22	3	 SPe	 Pe	0.007007	1	0.100100
gMJ22	3	 SPe	 PeBb	0.012012	0.500000	0.100100
gMJ22	3	 SPe	 PeS	0.001001	1	0.050050
gMJ22	3	 SPe	 E	0.002000	0	0
gMJ22	3	 SPe	 ES	0.039039	0.500000	0.100100
gMJ22	3	 SPe	 SBb	0.016016	0.500000	0.100100
gMJ22	3	 SPe	 SPe	0.000844	0	-15.565666
gMJ22	3	 SPe	 SE	0.002001	0.500000	0.050100
gMJ22	3	 SE	 Bb	0.068000	0	0
gMJ22	3	 SE	 BbPe	0.080000	0	0
gMJ22	3	 SE	 BbE	0.006009	0.500000	0.150905
gMJ22	3	 SE	 Pe	0.007000	0	0
gMJ22	3	 SE	 PeBb	0.012000	0	0
gMJ22	3	 SE	 PeS	0.001001	0.500000	0.050100
gMJ22	3	 SE	 E	0.002002	1	0.100200
gMJ22	3	 SE	 ES	0.039078	1	0.200401
gMJ22	3	 SE	 SBb	0.016032	0.500000	0.200401
gMJ22	3	 SE	 SPe	0.001001	0.500000	0.050100
gMJ22	3	 SE	 SE	0.001878	0	-6.114039
gMJ22	4	 Pe	 Bb	0.315000	0	0
gMJ22	4	 Pe	 BbPe	0.271903	1	0.704935
gMJ22	4	 Pe	 BbE	0.008000	0	0
gMJ22	4	 Pe	 Pe	0.004998	0	-28.600201
gMJ22	4	 Pe	 PeBb	0.014099	1	0.704935
gMJ22	4	 Pe	 ES	0.006000	0	0
gMJ22	4	 Pe	 PgE	0.001000	0	0
gMJ22	4	 Pe	 SBb	0.006000	0	0
gMJ22	4	 PeBb	 Bb	0.319473	1	1.419878
gMJ22	4	 PeBb	 BbPe	0.273834	1	1.419878
gMJ22	4	 PeBb	 BbE	0.008028	0.500000	0.354970
gMJ22	4	 PeBb	 Pe	0.007049	1	0.704935
gMJ22	4	 PeBb	 PeBb	0.005595	0	-60.038066
gMJ22	4	 PeBb	 ES	0.006000	0	0
gMJ22	4	 PeBb	 PgE	0.001000	0	0
gMJ22	4	 PeBb	 SBb	0.006021	0.500000	0.354970
gMJ22	4	 ES	 Bb	0.315000	0	0
gMJ22	4	 ES	 BbPe	0.270000	0	0
gMJ22	4	 ES	 BbE	0.008016	0.500000	0.201613
gMJ22	4	 ES	 Pe	0.007000	0	0
gMJ22	4	 ES	 PeBb	0.014000	0	0
gMJ22	4	 ES	 ES	0.005974	0	-0.436406
gMJ22	4	 ES	 PgE	0.001001	0.500000	0.100100
gMJ22	4	 ES	 SBb	0.006009	0.500000	0.150905
gMJ22	4	 PgE	 Bb	0.315000	0	0
gMJ22	4	 PgE	 BbPe	0.270000	0	0
gMJ22	4	 PgE	 BbE	0.008008	0.500000	0.100100
gMJ22	4	 PgE	 Pe	0.007000	0	0
gMJ22	4	 PgE	 PeBb	0.014000	0	0
gMJ22	4	 PgE	 ES	0.006006	0.500000	0.100100
gMJ22	4	 PgE	 PgE	0.000986	0	-1.401401
gMJ22	4	 PgE	 SBb	0.006000	0	0
gMJ22	4	 SBb	 Bb	0.316901	1	0.603622
gMJ22	4	 SBb	 BbPe	0.271630	0.500000	0.603622
gMJ22	4	 SBb	 BbE	0.008016	0.500000	0.201613
gMJ22	4	 SBb	 Pe	0.007000	0	0
gMJ22	4	 SBb	 PeBb	0.014050	0.500000	0.354970
gMJ22	4	 SBb	 ES	0.006009	0.500000	0.150905
gMJ22	4	 SBb	 PgE	0.001000	0	0
gMJ22	4	 SBb	 SBb	0.002394	0	-60.101104
gMJ22	4	 SE	 Bb	0.315000	0	0
gMJ22	4	 SE	 BbPe	0.270000	0	0
gMJ22	4	 SE	 BbE	0.008000	0.500000	0
gMJ22	4	 SE	 Pe	0.007000	0	0
gMJ22	4	 SE	 PeBb	0.014000	0	0
gMJ22	4	 SE	 ES	0.006000	1	0
gMJ22	4	 SE	 PgE	0.001000	0.500000	0
gMJ22	4	 SE	 SBb	0.006000	0.500000	0
gMJ22	5	 Pe	 PeBb	0.380000	1	0
gMJ22	5	 PeBb	 PeBb	0.380000	0	0
gMJ25	1	 PeBb	 Bb	0.085193	1	1.419878
gMJ25	1	 PeBb	 BbPe	0.045639	1	1.419878
gMJ25	1	 PeBb	 BbS	0.799189	0.500000	1.419878
gMJ25	1	 PeBb	 PeBb	0.000806	0	-94.241395
gMJ25	1	 PeBb	 ES	0.010000	0	0
gMJ25	1	 PeBb	 S	0.010000	0	0
gMJ25	1	 PeBb	 SBb	0.026174	0.500000	0.667351
gMJ25	1	 ES	 Bb	0.084000	0	0
gMJ25	1	 ES	 BbPe	0.045000	0	0
gMJ25	1	 ES	 BbS	0.795960	0.500000	1.010101
gMJ25	1	 ES	 PeBb	0.014000	0	0
gMJ25	1	 ES	 ES	0.001816	0	-81.836123
gMJ25	1	 ES	 S	0.010051	1	0.505051
gMJ25	1	 ES	 SBb	0.026174	0.500000	0.667351
gMJ25	1	 PgE	 Bb	0.084000	0	0
gMJ25	1	 PgE	 BbPe	0.045000	0	0
gMJ25	1	 PgE	 BbS	0.788000	0	0
gMJ25	1	 PgE	 PeBb	0.014000	0	0
gMJ25	1	 PgE	 ES	0.010000	0.500000	0
gMJ25	1	 PgE	 S	0.010000	0	0
gMJ25	1	 PgE	 SBb	0.026000	0	0
gMJ25	1	 S	 Bb	0.084000	0	0
gMJ25	1	 S	 BbPe	0.045000	0	0
gMJ25	1	 S	 BbS	0.795960	1	1.010101
gMJ25	1	 S	 PeBb	0.014000	0	0
gMJ25	1	 S	 ES	0.010051	1	0.505051
gMJ25	1	 S	 S	0.001727	0	-82.727273
gMJ25	1	 S	 SBb	0.026263	1	1.010101
gMJ25	1	 SBb	 Bb	0.086242	1	2.669405
gMJ25	1	 SBb	 BbPe	0.045530	0.500000	1.178010
gMJ25	1	 SBb	 BbS	0.809035	1	2.669405
gMJ25	1	 SBb	 PeBb	0.014093	0.500000	0.667351
gMJ25	1	 SBb	 ES	0.010067	0.500000	0.667351
gMJ25	1	 SBb	 S	0.010101	1	1.010101
gMJ25	1	 SBb	 SBb	0.001932	0	-92.571102
gMJ25	2	 PeBb	 BbS	0.018000	0.500000	0
gMJ25	2	 PeBb	 ES	0.010000	0	0
gMJ25	2	 PeBb	 SBb	0.026000	0.500000	0
gMJ25	2	 PeBb	 SPe	0.002000	0.500000	0
gMJ25	2	 ES	 BbS	0.018082	0.500000	0.458248
gMJ25	2	 ES	 ES	0.009740	0	-2.600040
gMJ25	2	 ES	 SBb	0.026174	0.500000	0.667351
gMJ25	2	 ES	 SPe	0.002004	0.500000	0.200401
gMJ25	2	 SBb	 BbS	0.018240	1	1.334702
gMJ25	2	 SBb	 ES	0.010067	0.500000	0.667351
gMJ25	2	 SBb	 SBb	0.025689	0	-1.196114
gMJ25	2	 SBb	 SPe	0.002004	0.500000	0.200401
gMJ25	2	 SPe	 BbS	0.018036	0.500000	0.200401
gMJ25	2	 SPe	 ES	0.010020	0.500000	0.200401
gMJ25	2	 SPe	 SBb	0.026052	0.500000	0.200401
gMJ25	2	 SPe	 SPe	0.001892	0	-5.410822
gMJ25	3	 PeBb	 Bb	0.085106	1	1.317123
gMJ25	3	 PeBb	 PeBb	0.011024	0	-15.197568
gMJ25	3	 PeBb	 ES	0.032000	0	0
gMJ25	3	 PeBb	 SBb	0.065856	0.500000	1.317123
gMJ25	3	 PeBb	 SPe	0.004013	0.500000	0.329281
gMJ25	3	 ES	 Bb	0.084000	0	0
gMJ25	3	 ES	 PeBb	0.013000	0	0
gMJ25	3	 ES	 ES	0.030854	0	-3.580448
gMJ25	3	 ES	 SBb	0.066130	0.500000	1.737968
gMJ25	3	 ES	 SPe	0.004016	0.500000	0.401606
gMJ25	3	 SBb	 Bb	0.087852	1	4.585153
gMJ25	3	 SBb	 PeBb	0.013171	0.500000	1.317123
gMJ25	3	 SBb	 ES	0.032556	0.500000	1.737968
gMJ25	3	 SBb	 SBb	0.060405	0	-7.069182
gMJ25	3	 SBb	 SPe	0.004016	0.500000	0.401606
gMJ25	3	 SPe	 Bb	0.084000	0	0
gMJ25	3	 SPe	 PeBb	0.013043	0.500000	0.329281
gMJ25	3	 SPe	 ES	0.032129	0.500000	0.401606
gMJ25	3	 SPe	 SBb	0.065261	0.500000	0.401606
gMJ25	3	 SPe	 SPe	0.003568	0	-10.809118
gMJ25	4	 PeBb	 Bb	0.153846	1	2.564103
gMJ25	4	 PeBb	 BbPe	0.200000	1	2.564103
gMJ25	4	 PeBb	 PeBb	0.016118	0	-35.529485
gMJ25	4	 PeBb	 SBb	0.006036	0.500000	0.603622
gMJ25	4	 SBb	 Bb	0.150905	1	0.603622
gMJ25	4	 SBb	 BbPe	0.196177	0.500000	0.603622
gMJ25	4	 SBb	 PeBb	0.025151	0.500000	0.603622
gMJ25	4	 SBb	 SBb	0.003767	0	-37.223340
gMJ25	5	 PeBb	 BbPe	0.055966	1	5.596621
gMJ25	5	 PeBb	 PeBb	0.272034	0	-1.078621
gMS20	1	 Pe	 Bb	0.035000	0	0
gMS20	1	 Pe	 BbPe	0.216080	1	0.502513
gMS20	1	 Pe	 BbE	0.012000	0	0
gMS20	1	 Pe	 BbS	0.230000	0	0
gMS20	1	 Pe	 Pe	0.003206	0	-35.879397
gMS20	1	 Pe	 PeBb	0.120603	1	0.502513
gMS20	1	 Pe	 SBb	0.062000	0	0
gMS20	1	 Pe	 SPe	0.022111	1	0.502513
gMS20	1	 PeBb	 Bb	0.036269	1	3.626943
gMS20	1	 PeBb	 BbPe	0.244318	1	13.636364
gMS20	1	 PeBb	 BbE	0.012146	0.500000	1.214575
gMS20	1	 PeBb	 BbS	0.247175	0.500000	7.467532
gMS20	1	 PeBb	 Pe	0.005025	1	0.502513
gMS20	1	 PeBb	 PeBb	0.069458	0	-42.118613
gMS20	1	 PeBb	 SBb	0.064114	0.500000	3.409091
gMS20	1	 PeBb	 SPe	0.022495	0.500000	2.249489
gMS20	1	 EPe	 Bb	0.035000	0	0
gMS20	1	 EPe	 BbPe	0.215000	0.500000	0
gMS20	1	 EPe	 BbE	0.012000	0.500000	0
gMS20	1	 EPe	 BbS	0.230000	0	0
gMS20	1	 EPe	 Pe	0.005000	1	0
gMS20	1	 EPe	 PeBb	0.120000	0.500000	0
gMS20	1	 EPe	 SBb	0.062000	0	0
gMS20	1	 EPe	 SPe	0.022000	0.500000	0
gMS20	1	 PgE	 Bb	0.035000	0	0
gMS20	1	 PgE	 BbPe	0.215000	0	0
gMS20	1	 PgE	 BbE	0.012000	0.500000	0
gMS20	1	 PgE	 BbS	0.230000	0	0
gMS20	1	 PgE	 Pe	0.005000	0	0
gMS20	1	 PgE	 PeBb	0.120000	0	0
gMS20	1	 PgE	 SBb	0.062000	0	0
gMS20	1	 PgE	 SPe	0.022000	0	0
gMS20	1	 SBb	 Bb	0.036157	1	3.304904
gMS20	1	 SBb	 BbPe	0.229211	0.500000	6.609808
gMS20	1	 SBb	 BbE	0.012146	0.500000	1.214575
gMS20	1	 SBb	 BbS	0.245203	1	6.609808
gMS20	1	 SBb	 Pe	0.005000	0	0
gMS20	1	 SBb	 PeBb	0.124091	0.500000	3.409091
gMS20	1	 SBb	 SBb	0.026829	0	-56.726710
gMS20	1	 SBb	 SPe	0.022364	0.500000	1.652452
gMS20	1	 SPe	 Bb	0.035000	0	0
gMS20	1	 SPe	 BbPe	0.219836	0.500000	2.249489
gMS20	1	 SPe	 BbE	0.012000	0	0
gMS20	1	 SPe	 BbS	0.235174	0.500000	2.249489
gMS20	1	 SPe	 Pe	0.005025	1	0.502513
gMS20	1	 SPe	 PeBb	0.122699	0.500000	2.249489
gMS20	1	 SPe	 SBb	0.063025	0.500000	1.652452
gMS20	1	 SPe	 SPe	0.008241	0	-62.542079
gMS20	2	 Pe	 Bb	0.178000	0	0
gMS20	2	 Pe	 BbE	0.018000	0	0
gMS20	2	 Pe	 BbS	0.108000	0	0
gMS20	2	 Pe	 Pe	0.008566	0	-14.343434
gMS20	2	 Pe	 PeBb	0.121212	1	1.010101
gMS20	2	 Pe	 SBb	0.062000	0	0
gMS20	2	 Pe	 SPe	0.022222	1	1.010101
gMS20	2	 PeBb	 Bb	0.197273	1	10.827251
gMS20	2	 PeBb	 BbE	0.018330	0.500000	1.832994
gMS20	2	 PeBb	 BbS	0.111682	0.500000	3.409091
gMS20	2	 PeBb	 Pe	0.010101	1	1.010101
gMS20	2	 PeBb	 PeBb	0.094006	0	-21.661498
gMS20	2	 PeBb	 SBb	0.064114	0.500000	3.409091
gMS20	2	 PeBb	 SPe	0.022495	0.500000	2.249489
gMS20	2	 EPe	 Bb	0.178000	0	0
gMS20	2	 EPe	 BbE	0.018000	0.500000	0
gMS20	2	 EPe	 BbS	0.108000	0	0
gMS20	2	 EPe	 Pe	0.010000	1	0
gMS20	2	 EPe	 PeBb	0.120000	0.500000	0
gMS20	2	 EPe	 SBb	0.062000	0	0
gMS20	2	 EPe	 SPe	0.022000	0.500000	0
gMS20	2	 PgE	 Bb	0.178000	0	0
gMS20	2	 PgE	 BbE	0.018000	0.500000	0
gMS20	2	 PgE	 BbS	0.108000	0	0
gMS20	2	 PgE	 Pe	0.010000	0	0
gMS20	2	 PgE	 PeBb	0.120000	0	0
gMS20	2	 PgE	 SBb	0.062000	0	0
gMS20	2	 PgE	 SPe	0.022000	0	0
gMS20	2	 SBb	 Bb	0.189765	1	6.609808
gMS20	2	 SBb	 BbE	0.018297	0.500000	1.652452
gMS20	2	 SBb	 BbS	0.114538	1	6.053812
gMS20	2	 SBb	 Pe	0.010000	0	0
gMS20	2	 SBb	 PeBb	0.124091	0.500000	3.409091
gMS20	2	 SBb	 SBb	0.038945	0	-37.186234
gMS20	2	 SBb	 SPe	0.022364	0.500000	1.652452
gMS20	2	 SPe	 Bb	0.178000	0	0
gMS20	2	 SPe	 BbE	0.018000	0	0
gMS20	2	 SPe	 BbS	0.110429	0.500000	2.249489
gMS20	2	 SPe	 Pe	0.010101	1	1.010101
gMS20	2	 SPe	 PeBb	0.122699	0.500000	2.249489
gMS20	2	 SPe	 SBb	0.063025	0.500000	1.652452
gMS20	2	 SPe	 SPe	0.015746	0	-28.428931
gMS20	3	 Pe	 BbE	0.018000	0	0
gMS20	3	 Pe	 Pe	0.009572	0	-4.278155
